הִתְוַדָּה	OK
חֲבַרְבּוּרָה	OK
כּוֹרֵם	OK
עָמַד מִלֶּכֶת	OK
אֶבֶן מַשְׁחֶזֶת	OK
אַכְסַנְיָה	OK
אָסִיף	OK
אִצְטַבָּה	OK
בְּלֵית בְּרֵרָה	OK
בַּלְשָׁנוּת	OK
בְּנָקֵל	OK
בֵּרֵא	OK
בְּשִׁוְיוֹן נֶפֶשׁ	OK
גַּבְשׁוּשִׁי	OK
גַּת	OK
דַּקְדְּקָן	OK
הִגִּיעַ לְפִרְקוֹ	OK
הִכְפִּישׁ	OK
הִלְבִּין אֶת פָּנָיו	OK
הֵסִית	FIX	הוא הסית את חבריו להשחית את הגדר, אך הם סירבו להצטרף	He incited his friends to vandalize the fence, but they refused to go along.	האנגלי לא הגיוני: urging them on until they refused — מפצירים עד שנענים, לא עד שמסרבים
הֶעֱלָה מִתְּהוֹם הַנְּשִׁיָּה	OK
הֶרֶף עַיִן	OK
הַשָּׂגָה	OK
הִתְעַרְטֵל	OK
זָרָה חוֹל בְּעֵינָיו	OK
חָזַר לְסוּרוֹ	OK
חָצִיר	OK
חֵרֵף אֶת נַפְשׁוֹ	OK
חָשַׁק אֶת שִׁנָּיו	OK
יָדוֹ לֹא הָיְתָה מַשֶּׂגֶת	OK
יִשֵּׁר אֶת הַהֲדוּרִים	OK
לֹא הָיְתָה לוֹ יָד בַּדָּבָר	OK
לוּלְיָנִי	OK
לְרוֹעֵץ	OK
מִגְדַּל קְלָפִים	OK
מַלְקוֹשׁ	OK
מַפְלִיא מַכּוֹתָיו	OK
מְקֻרְזָל	OK
נָבוּל	OK
נִשְׁבַּר מַטֵּה לַחְמוֹ	OK
עוֹמֵד בְּעֵינוֹ	OK
עַל אַפּוֹ וְעַל חֲמָתוֹ	OK
עָנֹג	OK
פִּיֵּס	OK
פִּלְבֵּל	OK
פָּסַע	OK
פְּרִיטָה	OK
פָּשַׁט יָד	OK
צָרוּת עַיִן	OK
קַו פָּרָשַׁת הַמַּיִם	OK
קוֹלָר	OK
קָצְרָה יָדוֹ מֵהוֹשִׁיעַ	OK
רַךְ לֵבָב	OK
שָׁטַח תַּחֲנוּנָיו	OK
שָׁנוּי בְּמַחֲלֹקֶת	OK
שִׁנֵּס	OK
שִׁנֵּעַ	OK
תְּבוּסְתָנוּת	OK
תָּחַם	OK
הִלְשִׁין	OK
