121	קָשַׁר לוֹ כְּתָרִים	המנהל קשר לו כתרים בישיבה וסיפר לכולם כמה הפרויקט שלו מוצלח ופורץ דרך.	At the meeting the manager sang his praises, telling everyone how brilliant his project was.
122	בֵּית מַרְזֵחַ	הנוסעים העייפים נכנסו לבית מרזח בקצה הכביש ושתו שם בירה עד חצות.	The tired travelers stopped at a roadside tavern and drank beer there until midnight.
123	הִקְדִּיחַ	שכחתי את הסיר על הלהבה והקדחתי את התבשיל עד שהשחיר ונדבק לתחתית.	I left the pot on the flame too long and scorched the stew until it blackened.
124	עָגְמַת נֶפֶשׁ	העיכוב הממושך גרם לה עוגמת נפש, והיא ישבה בשדה התעופה ובכתה בשקט.	The endless delay caused her real distress, and she sat in the airport quietly crying.
125	סְגֻלָּה	סבתא נתנה לו תה עם דבש כסגולה לשיעול, אף שהרופא צחק על כך.	His grandmother gave him honey tea as a folk remedy for the cough, though the doctor laughed.
126	הִלָּה	הילה של מסתורין אפפה את הצייר, וכל מי שפגש אותו דיבר עליו בהתפעלות.	An aura of mystery surrounded the painter, and everyone who met him spoke of him with awe.
127	תַּהְפּוּכוֹת	חייו היו מלאי תהפוכות: מעושר לפשיטת רגל ובחזרה לעושר, והכול בתוך עשור אחד.	His life was full of dramatic reversals: from wealth to bankruptcy and back within a single decade.
128	מִקְלַעַת	היא אספה את שערה למקלעת אחת ארוכה ששזרה בעצמה וירדה עד למותניה.	She gathered her hair into one long braid she plaited herself, falling all the way to her waist.
129	נִדָּח	הם גרים בכפר נידח שאין אליו כביש סלול ואוטובוס מגיע אליו פעם בשבוע.	They live in a remote village with no paved road, reached by a single bus each week.
130	הִתְנוֹסֵס	הדגל התנוסס בראש התורן, מתנפנף ברוח, ונראה היטב מכל קצות העיר.	The banner flew proudly at the top of the mast, rippling in the wind, visible across the city.
131	עַד מְהֵרָה	בהתחלה הוא התקשה עם התוכנה, אך עד מהרה למד להשתמש בה כמו מומחה.	At first he struggled with the software, but before long he was using it like an expert.
132	עַל נְקַלָּה	הוא הרים את הארגז הכבד על נקלה, בעוד שנינו התאמצנו ולא הצלחנו להזיז אותו.	He lifted the heavy crate effortlessly, while the two of us strained and could not budge it.
133	דִּבָּה	הוא הוציא עליה דיבה ברשת וטען דברים שלא היה בהם שמץ של אמת.	He spread slander about her online, claiming things that did not hold a shred of truth.
134	פָּרִיךְ	הבצק היה פריך כל כך שהעוגייה התפוררה בין האצבעות לפני שהספקתי לטעום ממנה.	The dough was so brittle that the cookie crumbled between my fingers before I could taste it.
135	עֲרוּגָה	בגינה סימנתי ערוגה מלבנית, גדרתי אותה באבנים ושתלתי בתוכה שורות של עגבניות.	I marked a rectangular bed in the garden, edged it with stones, and planted rows of tomatoes.
136	אֶבְרָה	הנשר פרש אברה רחבה, ניתק מן הצוק ודאה מעל העמק בלי להניע אותה.	The eagle spread one broad pinion, pushed off the cliff, and glided over the valley without flapping.
