181	רֵחַיִם	בטחנה הישנה סובבו הריחיים את גרגרי החיטה עד שהפכו לקמח דק.	The heavy millstones ground the wheat kernels into flour, turning slowly all morning long.
182	שִׂחֲקָה לוֹ הַשָּׁעָה	שיחקה לו השעה, וכל השקעה שביצע באותה שנה הניבה רווח מפתיע.	Fortune smiled on him that year, and every plan he tried somehow worked out.
183	שִׁוָּה בְּנַפְשׁוֹ	לפני הראיון שיווה בנפשו את החדר, את השאלות ואת עצמו עונה בביטחון.	Before the interview he pictured to himself the room, the questions, and his own steady answers.
184	לַאֲשׁוּרוֹ	רק אחרי שקרא את הדוח פעמיים הבין את המצב לאשורו, על כל סיבוכיו.	Only after reading the report twice did he grasp the situation exactly as it truly was.
185	מֹרֶךְ לֵב	מורך לב מנע ממנו לומר את דעתו, והוא שתק כשהיה צריך להתנגד.	Faintheartedness kept him silent at the meeting, though he knew the decision was wrong.
186	עָשָׂה נְפָשׁוֹת	היא עשתה נפשות לרעיון המחזור בבניין, ותוך חודש הצטרפו אליה עשרים שכנים.	She won converts to the recycling plan, and within a month twenty neighbors had joined.
187	פִּתְחוֹן פֶּה	אם נאחר בהגשה, ניתן למתחרים פתחון פה לטעון שאיננו עומדים בהתחייבויות שלנו.	Missing the deadline would give critics an opening to claim we never keep our commitments.
188	בַּחֲטָף	ההחלטה התקבלה בחטף בסוף הישיבה, בלי שאיש הספיק לבדוק את הנתונים.	The decision was made hastily at the meeting's end, before anyone could check the figures.
189	בָּלוּם	הצינור היה בלום לחלוטין בשורשים ובעפר, ולכן המים לא זרמו ממנו כלל.	The old pipe was completely blocked with roots and soil, so no water flowed through.
190	בּוּלְמוּס	בולמוס אחז בו אחרי הצום, והוא רוקן את המקרר בתוך רבע שעה.	A ravenous craving seized him after the long hike, and he emptied the fridge in minutes.
191	מהוקצע	המצגת הייתה מהוקצעת: כל שקופית מיושרת, הגופנים אחידים ואין בה פגם אחד.	The presentation was polished: every slide aligned, the fonts uniform, not a flaw anywhere.
192	מַפְסֶלֶת	הנגר הכה במפסלת בעדינות והוציא מהעץ שקע מדויק לציר הדלת.	The carpenter tapped the chisel with a mallet and carved a neat groove in the wood.
193	נִקְבָּה	הנקבה שנחצבה בסלע העבירה את מי המעיין אל תוך העיר, מרחק מאות מטרים.	The tunnel hewn through the rock carried spring water hundreds of meters into the city.
194	אֶצְעָדָה	אצעדת כסף דקה נצצה על קרסולה ונקשה קלות בכל צעד שעשתה.	A thin silver anklet glinted around her ankle and jingled softly with every step she took.
195	אִסְפְּלָנִית	היא ניקתה את השריטה והדביקה עליה אספלנית קטנה שתגן על הפצע.	She cleaned the scrape and stuck a small adhesive bandage over it to keep it protected.
196	בֶּכֶר	הבכר טרם נשא משא, וצעד קל אחרי אמו בשיירת הגמלים.	The young camel carried no load yet, trailing its mother across the desert caravan.
197	בֵּיבָר	בביבר שבקצה הפארק מוחזקים צבאים ויענים בתוך גדרות רחבות, והמבקרים צופים בהם מבחוץ.	Deer and ostriches are kept in the wide enclosures of the menagerie at the park's edge.
198	גָּדִיד	עונת הגדיד מגיעה בסוף הקיץ, כשהפועלים מטפסים על הדקלים ואוספים את התמרים.	The date harvest begins in late summer, when workers climb the palms to gather the fruit.
199	מְזָוֶוה	היא אחסנה במזווה שקי אורז, קופסאות שימורים וצנצנות ריבה לכל החורף.	The pantry shelves held sacks of rice, canned goods, and jam jars for the winter.
200	סייס	הסייס הבריש את הסוסים, ניקה את הפרסות ופיזר קש טרי באורווה.	The groom brushed the horses, cleaned their hooves, and spread fresh straw in the stable.
