1	תָּאַב	הוא תאב לדעת מה קרה שם, ולא הצליח לחשוב על שום דבר אחר.	She craved recognition so badly that no amount of praise ever felt like enough.
2	נָחָה	המדריך נחה את הקבוצה בשביל הצר עד שהגיעו בשלום אל הפסגה.	The guide led the group along the narrow path until they safely reached the summit.
3	הִתְחַסֵּד	הוא התחסד לפני כולם ודיבר על יושר, אבל בסתר עשה בדיוק את ההפך.	He feigned piety in public while quietly doing the very things he loudly condemned.
4	הִתְחַנְחֵן	היא התחנחנה אל המנהל בחיוכים ובמחמאות מתקתקות, וכולם הבחינו כמה זה מלאכותי.	He fawned over the boss with sugary compliments that everyone could tell were fake.
5	הִתְרַפֵּס	הוא התרפס לפני הוועדה, הסכים לכל מילה שנאמרה וויתר על כבודו כדי להתקבל.	He groveled before the committee, agreeing with every word just to win their approval.
6	פֵּאֵר	העיתונים פיארו את החוקרת הצעירה והציגו את תגליתה כפריצת דרך היסטורית.	The newspapers glorified the young researcher, calling her discovery the achievement of a generation.
7	בָּעַט	הצייר בעט במוסכמות של דורו וסירב לצייר לפי הכללים שכולם קיבלו כמובנים מאליהם.	She kicked against the conventions of her profession and refused to work the expected way.
8	שָׁפַר	מאז שעבר לעיר החדשה שפר עליו גורלו: מצא עבודה טובה וחברים אמיתיים.	Fortune smiled on him after the move: he found steady work and true friends.
9	יָאֶה	התנהגות כזאת אינה יאה לאדם בתפקידו, שממנו מצפים לדוגמה אישית.	Such behavior is not befitting a person in his position, from whom we expect better.
10	הֲיִתָּכֵן	היתכן ששכחת לגמרי את הפגישה החשובה שקבענו רק אתמול בבוקר?	Can it really be that you forgot the meeting we arranged only yesterday morning?
11	שַׂרְעַפִּים	הוא ישב מול החלון שקוע בשרעפיו ולא שמע שקראו לו שלוש פעמים.	He sat by the window lost in his musings and never heard them calling him.
12	חֹטֶר	מן הגזע הכרות צמח חוטר דק, וכעבור שנים אחדות היה לעץ שלם.	A slender shoot sprang from the cut stump, and years later it was a full tree.
13	רֶשֶׁף	מן המדורה ניתז רשף קטן ונחת על השרוול, ומיהרתי לכבות אותו.	A spark flew off the bonfire, landed on my sleeve, and I slapped it out.
14	מַבּוּעַ	בקצה הוואדי גילינו מבוע שנבעו ממנו מים קרים וצלולים בכל ימות השנה.	At the end of the valley we found a spring bubbling cold, clear water year round.
15	מֵזַח	הסירות נקשרו אל המזח, והדייגים פרקו עליו את הרשתות עוד לפני הזריחה.	The boats were tied to the pier, where the fishermen unloaded their nets before dawn.
16	צִי	לחברה יש צי של ארבעים אוניות משא המפליגות בין הנמלים באירופה.	The company runs a fleet of forty cargo ships sailing between ports across Europe.
17	שַׁחַת	העסק שהקים בעמל של שנים ירד לשחת בתוך חודשים אחדים ולא נותר ממנו דבר.	The business he built over decades went down to ruin within a few short months.
18	מַעְצוֹר	הוא מדבר בלי מעצורים ואומר כל מה שעולה בדעתו, גם כשהדברים פוגעים.	He speaks without restraint, saying whatever comes to mind even when it wounds people.
19	אַכְסַדְרָה	בחזית הבית נבנתה אכסדרה רחבה, ובצל עמודיה ישבו האורחים בשעות החום.	A wide colonnaded porch fronted the house, and guests sat in the shade of its pillars.
20	גְּזוּזְטְרָה	מן הגזוזטרה הבולטת מקיר הקומה השנייה אפשר לראות את כל אורך הרחוב.	From the balcony jutting out from the second-floor wall you can see the whole street.
21	גֹּב	הוא נכנס לישיבה עם המתנגדים כמי שנכנס לגוב אריות, ויצא ממנה שלם.	He walked into that meeting as into a lions' den and somehow came out unscathed.
22	שָׁפָן	קראו לו שפן משום שברח מכל עימות ומעולם לא העז לומר את דעתו.	They called him a chicken because he fled every confrontation and never spoke his mind.
23	מָךְ	לאחר שאיבד את כל רכושו נותר מך, וגר בחדר שכור קטן בקצה העיר.	After losing everything he was left destitute, renting a single room at the edge of town.
24	דַּךְ	העמותה מסייעת לכל דך ונזקק שאין לו כסף לתרופות ואין מי שיעמוד לצידו.	The charity helps the downtrodden poor, who cannot afford medicine and have no one defending them.
25	דּוֹמֶה שֶׁ־	דומה שהגשם פסק, כי הרחוב שוב מלא אנשים והמטריות נסגרו.	It seems that the rain has stopped: the street is full again and umbrellas are closed.
26	כִּמְדֻמֶּה	כמדומה שהוא כבר עזב, שכן מעילו אינו תלוי עוד על הקולב ליד הדלת.	Apparently he has already left, since his coat is no longer hanging by the door.
27	מִן הַסְּתָם	מן הסתם איחר לרכבת, שהרי מעולם לא ביטל פגישה בלי להודיע מראש.	He most likely missed his train; he has never skipped a meeting without calling first.
28	הִסְבִּיר לוֹ פָּנִים	המנהל הסביר לו פנים כבר בפתח, הציע לו כוס תה והקשיב לו בסבלנות.	The manager welcomed him warmly at the door, offered him tea, and listened patiently.
29	הֶעֱלָה עַל נֵס	בטקס העלו על נס את המתנדבת שפעלה שנים בשקט בלי לבקש דבר לעצמה.	At the ceremony they held up the quiet volunteer as an example for everyone to follow.
30	עֲבוֹדַת פָּרֶךְ	הם סחבו אבנים מהבוקר עד הלילה בחום כבד, עבודת פרך שלא נראה לה סוף.	They hauled stones from dawn until night in blazing heat, backbreaking labor without end.
31	מִשְׁלַח יָד	משלח ידו הוא נגרות, והוא מתפרנס מן הרהיטים שהוא בונה כבר שלושים שנה.	His occupation is carpentry, and he has earned his living at it for thirty years.
32	אִישׁ זְרוֹעַ	הוא אינו איש זרוע אלא איש דברים, ומעדיף לשכנע בטיעונים ולא בכוח.	He is no strongman but a man of words, preferring argument over force.
33	בֶּן חוֹרִין	אחרי שנים של התחייבויות הוא סוף סוף בן חורין, ואיש אינו מכתיב לו את יומו.	After years of obligations he is finally a free man, with nobody dictating his days.
34	בָּא בַּיָּמִים	סבא כבר בא בימים, אך הוא עדיין עולה במדרגות בלי שיעזרו לו.	My grandfather is well advanced in years, yet he still climbs the stairs unaided.
35	מִשְׁנֵה זְהִירוּת	בכביש הרטוב נהג במשנה זהירות, האט מאוד ושמר מרחק גדול מהמכונית שלפניו.	On the wet road he drove with extra caution, slowing down and keeping a large gap.
36	קֹר רוּחַ	כשכבה המנוע באמצע הטיסה שמר הטייס על קור רוח והנחית את המטוס בשלום.	When the engine failed mid-flight, the pilot kept his composure and landed the plane safely.
37	יִשּׁוּב הַדַּעַת	אל תחליט עכשיו בכעס; חכה שיחזור לך יישוב הדעת ורק אז שקול את ההצעה.	Do not decide while angry; wait until you regain a calm, settled mind, then weigh it.
38	אָצָה לוֹ הַדֶּרֶךְ	אצה לו הדרך והוא ענה בקצרה, הביט בשעון פעמיים ויצא באמצע השיחה.	He was in a great rush: he answered curtly, glanced twice at his watch, and left.
39	טַעַם לִפְגָם	הזוכה בפרס היה גם אחד השופטים, ויש בכך טעם לפגם שקשה להתעלם ממנו.	One of the judges also won the prize, which leaves a bad taste and looks improper.
40	חוֹבֵק עוֹלָם	המיזם חובק עולם ומשתתפים בו חוקרים משישים מדינות בכל היבשות.	The project is global in scope, with researchers from sixty countries on every continent.
41	מוּעָד לְפֻרְעָנוּת	הצומת הזה מועד לפורענות: כמעט כל חודש מתרחשות בו תאונות נוספות.	That intersection is an accident waiting to happen: several crashes occur there every single month.
42	כָּלָה וְנֶחֱרָצָה	ההחלטה לסגור את הסניף הייתה כלה ונחרצה, ושום ערעור לא הצליח לשנות אותה.	The decision to close the branch was final and irrevocable; no appeal could change it.
43	אֶרֶץ לֹא זְרוּעָה	הם צעדו ימים שלמים בארץ לא זרועה, בלי עץ, בלי מים ובלי סימן ליישוב.	They walked for days through barren wilderness: no trees, no water, no sign of settlement.
44	אַחֲרִית דָּבָר	באחרית דבר סיפר הסופר מה עלה בגורל הגיבורים עשרים שנה אחרי סוף העלילה.	In the afterword the author told what became of his characters twenty years later.
45	שְׁנוֹת דּוֹר	המנהג הזה נשמר במשפחה שנות דור, מן הסבתא הגדולה ועד הנכדים של היום.	The custom has been kept in the family for generations, from great-grandmother to today's grandchildren.
46	הִרְהִיב עֹז	איש מן הנוכחים לא העז לשאול, ורק היא הרהיבה עוז וביקשה הסבר מהמרצה.	No one else dared ask, but she summoned the courage to challenge the lecturer openly.
47	חֵרֵף נַפְשׁוֹ	הכבאי חירף את נפשו ונכנס אל הבניין הבוער כדי להוציא משם את הילדה.	The firefighter knowingly risked his life, entering the burning building to carry the child out.
48	דָּחָה בִּשְׁתֵּי יָדַיִם	הוא דחה בשתי ידיים את ההצעה ואמר שאין שום סיכוי שישנה את דעתו.	He rejected the offer outright, saying there was no chance whatsoever that he would reconsider.
49	הִסִּיחַ אֶת הַדַּעַת	הרעש מהרחוב הסיח את דעתי, ולא הצלחתי לקרוא אפילו פסקה אחת עד הסוף.	The noise from the street distracted me, and I could not read a single paragraph.
50	רֹאשׁוֹ וְרֻבּוֹ	הוא שקוע ראשו ורובו במחקר, ואינו מבחין אפילו שהחשיך מזמן בחוץ.	He is completely immersed in his research, not even noticing that night has already fallen.
51	בְּלֵב וָנֶפֶשׁ	היא נתנה את עצמה לעבודה בלב ונפש, ולא חסכה שום מאמץ למען התלמידים.	She gave herself to the work heart and soul, sparing no effort for her students.
52	בְּכָל מְאוֹדוֹ	הוא נאבק בכל מאודו להציל את המפעל, והשקיע בו גם את כל חסכונותיו.	He fought with all his might to save the factory, investing every last penny in it.
53	בְּכָל רְמַ"ח אֵבָרָיו	הוא מתנגד לרעיון בכל רמ"ח אבריו, ואין טיעון בעולם שישכנע אותו אחרת.	He opposes the idea with every fiber of his being; no argument will sway him.
54	חֶבֶל אֶרֶץ	חבל הארץ הזה ידוע בכרמיו, והאקלים בו שונה לגמרי מזה שבשאר המדינה.	This region is known for its vineyards, and its climate differs from the rest of the country.
55	עִיר וָאֵם	העיירה הקטנה גדלה עד שהייתה לעיר ואם, ומאות אלפים מתגוררים בה היום.	The small town grew into a great metropolis, home today to hundreds of thousands.
56	הֶעֱלָה אֲרוּכָה	הפצע העמוק העלה ארוכה רק לאחר חודשים, ולא נותרה ממנו אלא צלקת דקה.	The deep wound finally healed over after months, leaving nothing but a thin white scar.
57	אֵין זֹאת כִּי אִם	הדלת נעולה, האורות כבויים והתיבה מלאה; אין זאת כי אם נסעו לחופשה.	The door is locked and the lights are out; it can only mean they went away.
58	אִצְטְלָה	הוא עטה על דבריו אצטלה מדעית, אך מאחורי המונחים המסובכים לא הסתתר שום מחקר.	He cloaked his claims in a scientific mantle, though no real research stood behind them.
59	אוּרִים וְתֻמִּים	דבריו של המנהל היו לעובדים אורים ותומים, ואיש לא העז להטיל בהם ספק.	The manager's word was gospel to the staff; nobody dared question anything he said.
60	בְּאִבּוֹ	הפרויקט המבטיח נקטף באיבו ונסגר עוד לפני שהספיק להראות תוצאות ראשונות.	The promising project was cut off in its prime, shut down before showing any results.
