101	שִׁכְלֵל	המהנדס שיכלל את הדגם הישן והוסיף לו בלמים חזקים יותר וצריכת דלק חסכונית.	He perfected the design over three years, making it lighter, quieter and far more reliable.
102	גָּרַע	הקבלן גרע מהתשלום מאתיים שקלים בגלל האיחור, ושילם פחות מהמוסכם.	The judges deducted two points from her score, leaving her just below the qualifying line.
103	דִּלֵּל	הגנן דילל את השתילים הצפופים והשאיר רק אחד לכל שלושים סנטימטרים.	He diluted the thick syrup with so much water that it was barely sweet.
104	גָּדַשׁ	הוא גדש את הצלחת עד שהאורז נשפך מעבר לשוליים אל השולחן.	He heaped the cart with far more boxes than it was ever built to hold.
105	הִרְעִיף	הקהל הרעיף עליה מחיאות כפיים ופרחים, ולא הפסיק גם אחרי שירדה מהבמה.	Her grandparents lavished gifts on the children, far more toys than anyone could possibly use.
106	הִפְרִיז	הוא הפריז בתיאור הדג שתפס, ומאורך של עשרים סנטימטרים הוא הפך למטר.	She exaggerated the wait every time she told the story, turning twenty minutes into hours.
107	הִמְעִיט	הוא המעיט בחשיבות התרומה שלה, אף שבלעדיה הפרויקט כלל לא היה יוצא לדרך.	He belittled her contribution, even though the project would never have started without her.
108	זָקַף	הוא זקף את הגב ויישר את הכתפיים ברגע שנכנס המנהל לחדר.	She straightened up from the desk and stretched her stiff shoulders after hours of typing.
109	גָּמַל	היא עזרה לו כשהיה במצוקה, והוא גמל לה שנים אחר כך כשעברה דירה.	He paid them back in kind for the insult, refusing them any help later on.
110	מָחַל	אחרי שהתנצל בכנות היא מחלה לו על העלבון וחזרה לדבר איתו כרגיל.	She finally forgave him for the lie, and the tension between them slowly disappeared.
111	הֶחֱמִיץ	הוא החמיץ את ההזדמנות להתקבל לתפקיד כי שכח לשלוח את המסמכים בזמן.	He missed the chance to buy the flat, and its price doubled within a year.
112	אָכַף	העירייה אכפה את החוק בנחישות וחילקה קנסות לכל מי שחנה על המדרכה.	The city enforced the parking ban strictly, fining every driver who ignored the new signs.
113	זִכָּה	בית המשפט זיכה אותו מכל אשמה לאחר שהעדות נגדו התבררה כשקרית.	The court acquitted her of all charges once the main witness admitted he had lied.
114	הִרְשִׁיעַ	השופט הרשיע אותו בגניבה, ורק אז נקבע מועד לגזר הדין.	The jury convicted him of fraud, and sentencing was scheduled for the following month.
115	כָּפַר	הוא כפר בכל האשמות שיוחסו לו וטען שמעולם לא היה במקום.	He denied every accusation, insisting that he had never even visited the building.
116	הֵפִיחַ	הבשורה הטובה הפיחה תקווה בכל מי שכבר התייאש מהמצב והפסיק לנסות.	The news breathed fresh hope into a team that had almost given up entirely.
117	מָעַךְ	הוא מעך את קופסת השימורים הריקה בכף ידו לפני שזרק אותה לפח.	She mashed the boiled potatoes with a fork until not a single lump remained.
118	חֶרְפָּה	התבוסה במשחק הביתי נחשבה חרפה, והאוהדים לא הרימו את הראש שבועות.	Losing to the weakest team in the league was a disgrace the club never forgot.
119	חֲפוּת	עורך הדין הוכיח את חפותו של הנאשם בעזרת סרטון שהראה שהיה במקום אחר.	The video proved his innocence: he was two hundred kilometres away when the theft happened.
120	תְּחִנָּה	היא פנתה אליו בתחינה שלא יפטר את העובד, וקולה נשבר באמצע המשפט.	Her plea to the committee was so desperate that even its harshest member hesitated.
121	קַנָּאוּת	הקנאות שבה דבק בשיטה שלו לא אפשרה לו לשמוע אף טיעון שסותר אותה.	His fanaticism about the training method left no room for doubt, evidence or discussion.
122	הֲפוּגָה	אחרי שבוע של גשם הייתה הפוגה קצרה של שעתיים, ומיד אחריה חזרה הסופה.	There was a brief lull in the storm, and then the wind picked up again.
123	מוֹרָא	התלמידים נהגו במורא כלפי המורה הוותיק, ואיש מהם לא העז להפריע בשיעור.	The students regarded the old professor with awe, and nobody ever dared interrupt him.
124	גְּנַאי	אין שום גנאי בהודאה בטעות, ודווקא ההסתרה שלה היא המעשה המביש באמת.	Admitting a mistake is no disgrace; hiding it is what people will hold against you.
125	תְּהִלָּה	המדען זכה לתהילה עולמית אחרי שהתגלית שלו פורסמה, ושמו הוזכר בכל עיתון.	The novel brought him lasting fame, and his name appeared in every review that year.
126	מוֹנִיטִין	למסעדה הקטנה יצאו מוניטין של אוכל מצוין, ואנשים הגיעו אליה משעה נסיעה.	The workshop has a reputation for honest work, so customers travel from other towns.
127	בּוּז	הוא הביט בו בבוז ואמר שלא יעבוד לעולם עם מי שמפר הבטחות.	She looked at him with contempt and refused to shake the hand he offered.
128	חֶמְלָה	היא הביטה בחמלה בכלב הרטוב והרעב, ומיד הכניסה אותו הביתה והאכילה אותו.	Moved by compassion, he gave his coat to the shivering stranger at the bus stop.
129	אַהֲדָה	הקהל גילה אהדה לקבוצה החלשה ועודד אותה בקריאות לאורך כל המשחק.	Public sympathy shifted to the smaller team, and the whole stadium began cheering for them.
130	מְשׂוּכָה	הרץ נתקל במשוכה האחרונה ונפל, אף שהוביל בבירור עד לאותו רגע.	She cleared every hurdle on the track except the last one, and finished second.
131	תַּכְלִית	כל התרגילים האלה נועדו לתכלית אחת: שהילדים ידעו לשחות לבד עד סוף הקיץ.	He kept asking what the ultimate purpose of these meetings was, since nothing was decided.
132	תַּחְבּוּלָה	הוא נקט תחבולה והעמיד פנים שהוא עוזב, וכך גילה מי מדבר עליו מאחורי גבו.	By a clever ruse he pretended to leave early, and caught the thief red-handed.
133	מְזִמָּה	הם רקמו מזימה להפיל את המנהל ולתפוס את מקומו, אבל התוכנית נחשפה בזמן.	Their scheme to ruin his business collapsed once someone leaked the whole plan to him.
134	בֶּצַע	הוא מכר סחורה פגומה מתוך בצע כסף, בלי לחשוב על הנזק ללקוחות.	Greed for easy money led him to sell goods he knew would break immediately.
135	מְבוּכָה	כשקרא בטעות בשם הלא נכון השתררה מבוכה, וכולם הביטו ברצפה בשתיקה.	An awkward embarrassment filled the room when he realised he had thanked the wrong person.
136	הִשְׁתָּאוּת	כשנפתחה התפאורה נשמעה השתאות באולם, והקהל פשוט לא האמין למראה עיניו.	The audience gasped in amazement as the curtain revealed an entire forest on stage.
137	יִסּוּרִים	הוא עבר ייסורים ארוכים אחרי הניתוח, וכל תנועה קטנה גרמה לו כאב חד.	The long illness caused him such suffering that even lying still became hard to bear.
138	מַכְאוֹב	המכאוב שנותר אחרי הפרידה לא הרפה ממנה חודשים ארוכים, והיא בקושי ישנה.	The anguish of losing the house he had built himself stayed with him for years.
139	יָגוֹן	פניו הביעו יגון עמוק, כאילו איבד משהו יקר שלא יחזור אליו לעולם.	A deep sorrow settled over the village after the last factory closed and everyone left.
140	חֶדְוָה	חדווה מילאה את הבית כשכל הילדים חזרו לחופשה באותו שבוע ממש.	Pure joy spread through the hall as the choir finished and everyone rose, smiling.
141	נַחַת	אחרי שנים של עבודה קשה יש לו נחת מהגינה שטיפח, והוא יושב בה כל בוקר.	He watched his students graduate with quiet satisfaction, feeling every year of effort rewarded.
142	מֹרַת רוּחַ	המנהל הביע מורת רוח מהאיחורים החוזרים וביקש שהדבר לא יישנה יותר.	The committee expressed its displeasure at the repeated delays and demanded a written explanation.
143	חֵמָה	החמה שאחזה בו כשגילה את הנזק הייתה גדולה מכדי להסתיר, והוא צעק בטלפון.	His fury at the broken promise was so great that he could barely speak.
144	טִינָה	היא נטרה לו טינה שנים אחרי אותו ויכוח, ולא הסכימה לשבת איתו בחדר.	He still holds a grudge over an argument that happened more than a decade ago.
145	אֵיבָה	בין שתי המשפחות שררה איבה ישנה, והן נמנעו מלדבר זו עם זו במשך שנים.	Old hostility between the two families kept them from speaking for three whole generations.
