89	נָשָׂא וְנָתַן	REJECTED	מעגליות: "משא ומתן" הוא בדיוק צורת השם של הערך עצמו	התמקח, דן בתנאים
101	נוֹרָא הוֹד	CONFIRMED		
110	טִכֵּס עֵצָה	CONFIRMED		
139	אֲחוּז תְּזָזִית	CONFIRMED		
156	יָגוֹר	CONFIRMED		
163	מַשְׁכּוּכִית	CONFIRMED		
177	צִחְצוּחַ חֲרָבוֹת	REJECTED		איומי מלחמה, הכנות לקרב
17	שַׁחַת	CONFIRMED	הצירוף ירד אל שחת	
26	כִּמְדֻמֶּה	REJECTED	מעגליות: "שנדמה" נגזרת שקופה של "מדומה"	לכאורה, ככל הנראה
35	מִשְׁנֵה זְהִירוּת	CONFIRMED		
40	חוֹבֵק עוֹלָם	CONFIRMED		
43	אֶרֶץ לֹא זְרוּעָה	REJECTED	אף מקור לא תומך ב"תחום לא נחקר"; כל המקורות: מדבר, אדמה שלא עובדה	מדבר שממה, אדמה שלא עובדה
50	רֹאשׁוֹ וְרֻבּוֹ	CONFIRMED		
130	הִתְנוֹסֵס	CONFIRMED		
176	מִבְדּוֹק	CONFIRMED		
192	שְׂכַלְתָן	CONFIRMED		
54	סָפַק אֶת כַּפָּיו	CONFIRMED		
130	עֵינַיִם טְרוּטוֹת	CONFIRMED		
