25	נִמְהָר	CONFIRMED		
27	וַתְרָן	REJECTED	מעגליות: מוותר הוא נגזרת שקופה של ותרן	מתפשר בקלות, אינו עומד על שלו
104	גָּדַשׁ	CONFIRMED		
109	גָּמַל	CONFIRMED		
124	גְּנַאי	REJECTED	מעגליות: גינוי הוא אותו שורש של גנאי	קלון, דבר מביש
172	חוֹלֵף	CONFIRMED		
177	קֵהֶה	CONFIRMED		
181	דָּחוּק	CONFIRMED		
7	לְשֶׁעָבַר	REJECTED	מעגליות: בעבר מכיל את גוף המילה לשעבר	לפנים, קודם לכן
44	הִסְתּוֹפֵף	CONFIRMED		
57	נָעַץ	CONFIRMED		
77	נָאַץ	REJECTED		גידף, חירף, ביזה
94	חָבַשׁ	CONFIRMED		
95	דִּדָּה	CONFIRMED		
163	נֶגֶף	CONFIRMED		
184	גּוּץ	CONFIRMED		
49	טָוָה	CONFIRMED		
57	קָרַן	CONFIRMED		
