174	עוֹד בְּאִבּוֹ	CONFIRMED		
193	הִתְחַבֵּט	CONFIRMED		
194	כִּיבֵּד	REJECTED		הוקיר, רחש הערכה; טאטא (כיבד את הבית)
198	שִׁגְעוֹן גַּדְלוּת	CONFIRMED		
3	שָׁצַף	CONFIRMED		
36	נִתַּר	REJECTED	אין מקור שקושר בהלה;	קפץ בפתאומיות, זינק (ניתר ממקומו)
49	גָּוַע	CONFIRMED		
68	דָּגַל	CONFIRMED		
79	שָׁלָה	CONFIRMED		
80	מָשָׁה	CONFIRMED		
100	כְּסוּת	REJECTED		בגד, לבוש (מזון וכסות)
140	רוֹכֵל	REJECTED	מעגליות: מרכולת מאותו שורש של רוכל	סוחר נודד המציע סחורתו
180	תָּלוּי עַל בְּלִימָה	CONFIRMED		
183	צַר עַיִן	REJECTED		מקנא בטובת זולתו, קמצן
190	יָצָא מִגִּדְרוֹ	REJECTED		התרגש עד אובדן שליטה; עשה מאמץ מיוחד
202	מְגֻלָּם	REJECTED	מיוצג אינו נרדף למגולם באף מקור, ומוכל בתוך הוא שבר	טמון, כלול; מוצג בידי שחקן
24	גָּלַל	REJECTED	מעגליות: גלגל נגזרת שקופה של גלל	הניע חפץ בסיבוב; סיפר בפירוט (גולל פרשה)
40	הִשִּׂיא	REJECTED	נתן נשען על צירוף יחיד ומיוחס להומוגרף השיא בשין; חיתן היא המרכזית	חיתן, קידש בני זוג (השיא את בתו)
