190	יָצָא מִגִּדְרוֹ	התאמץ מעל ומעבר; התרגש מאוד, איבד שליטה	שוכתב	
191	נֶחְבָּא אֶל הַכֵּלִים	צנוע ומצטנע	אומת	
192	הִתְרָה	הזהיר	אומת	
193	הִדְבִּיר	הכניע, חיסל; השמיד מזיקים	שוכתב	
194	כֶּבֶשׁ	מישור משופע לעלייה וירידה, רמפה	שוכתב	
195	מֵצֵר	מצטער על משהו	SKIP	
196	בָּזַק	פיזר, הפיץ, זרה	אומת	
197	לְמוֹתָר	אין בו צורך, לא נחוץ	שוכתב	
198	בָּא עַל שְׂכָרוֹ	קיבל את הגמול המגיע לו, זכה לתמורה	שוכתב	
199	אֵיתָן בְּדַעְתוֹ	תקיף, החלטי, אינו נסוג מעמדתו	שוכתב	
200	סִיקֵּל	פינה אבנים, ניקה את השטח מאבנים	אומת	
201	יַנְקוּת	ראשית החיים, הגיל הרך	שוכתב	
202	מְגֻלָּם	מיוצג, מומחש; כלול, טמון בתוך	שוכתב	
203	לֹא יָדַע אֶת נַפְשׁוֹ	היה נסער עד כדי בלבול	שוכתב	
204	רָחַץ בְּנִקְיוֹן כַּפָּיו	טען לחפותו	אומת	
205	שָׂם נַפְשׁוֹ בְּכַפּוֹ	הסתכן מאוד	אומת	
206	פָּשַׁט יָדוֹ	קיבץ נדבות	אומת	
207	תְּהֵא אֲשֶׁר תְּהֵא	לא משנה איזו	אומת	
208	הִקְשָׁה עָרְפּוֹ	התעקש, סירב לשמוע	אומת	
