64	לָפַת	אחז בחוזקה (לפת את ידו)	אומת	
65	חָפַן	לקח מלוא כף ידו	שוכתב	
66	הֶאֱצִיל	העביר סמכות לאחר	אומת	
67	הֵשִׁית	הטיל עליו (השית קנס)	אומת	
68	הִפְקִיעַ	נטל רכוש בכוח החוק (הפקיע קרקע); דרש מחיר מופרז	שוכתב	
69	הִכִּישׁ	נשך בארס (הנחש הכיש)	אומת	
70	שִׁסַּע	קרע לשניים; קטע דבריו (שיסע אותו)	אומת	
71	פָּרַם	התיר תפרים	אומת	
72	הִגְלִיד	נרפא והעלה קרום (הפצע הגליד)	אומת	
73	צָוַח	צעק בקול חד וצורם	שוכתב	
74	קוֹנֵן	ביכה באבל (קונן על מותו)	אומת	
75	סָפַד	נשא דברי אבל ושבח על המת	שוכתב	
76	מָעַל	בגד באמון; גנב כסף שהופקד בידיו	שוכתב	
77	סָרַח	חטא וקלקל (העובד סרח)	אומת	
78	שָׁמַט	הרפה והפיל (שמט מידיו)	אומת	
79	רָבַץ	שכב על הקרקע; הכביד והעיק (אחריות רבצה עליו)	שוכתב	
80	הִשְׂתָּרֵעַ	התפרש על פני שטח	אומת	
81	סָכַם	חיבר מספרים לתוצאה כוללת	שוכתב	
82	שָׂרַךְ	צעד בכבדות ולאט (שרך דרכו)	אומת	
83	הִשְׁבִּיעַ	חייב אדם בהצהרה חגיגית	שוכתב	
84	אָצַר	אגר ושימר (אצר הון)	שוכתב	
