1	לְמִצְעָר	לכל הפחות	אומת	
2	לְהַוָּתוֹ	לאסונו, לרעתו	אומת	
3	בְּצַוְתָּא	יחד, בחברותא	אומת	
4	קִמְעָה	מעט, קצת (קמעה קמעה)	שוכתב	
5	יוֹמָם	בשעות האור (יומם ולילה)	שוכתב	
6	סַגְפָן	מתנזר מהנאות	אומת	
7	פּוֹחֵז	פזיז וקל דעת	אומת	
8	אַרְכָן	מרבה דברים	אומת	
9	צוֹרֵף	אומן מתכות יקרות	אומת	
10	נַפָּח	אומן העובד בברזל	אומת	
11	סַפָּן	יורד ים, מלח	אומת	
12	נַוָּד	אדם ללא מקום מגורים קבוע	שוכתב	
13	הִתְנַעֵר	הסיר מעליו (התנער מאחריות)	אומת	
14	חָפֵץ	רצה, השתוקק (חפץ ביקרו)	שוכתב	
15	הִסְכִּין	התרגל, השלים עם	אומת	
16	פָּצַח	פרץ, פתח בפתאומיות (פצח בשירה)	שוכתב	
17	חָרַץ	פסק וקבע (חרץ דינו); הוציא לשון (חרץ לשון)	אומת	
18	קָצַף	כעס מאוד (יצא קצפו עליו)	אומת	
19	גָּעַשׁ	רעש וסער (הקהל געש)	אומת	
20	לִבָּה	הגביר אש או ריב (ליבה יצרים)	אומת	
21	נָמוֹג	נעלם בהדרגה, התפוגג	אומת	
