41	יָצָא חוֹצֵץ	התייצב נגד בתוקף	אומת	
42	יָצָא לָשׂוּחַ	טייל, שוטט בחוץ	שוכתב	
43	לְלֹא כָּחָל וְסָרָק	כמות שהוא, בלי ייפוי	אומת	
44	לְמִשְׁעִי	בשלמות חלקה (מגולח למשעי)	אומת	
45	לְמַפְרֵעַ	בדיעבד, רטרואקטיבית	אומת	
46	לִפְנַי וְלִפְנִים	לעומק ולפרטי פרטים (מכיר לפני ולפנים)	שוכתב	
47	לוּט בָּעֲרָפֶל	עמום ובלתי ידוע	אומת	
48	מְשׁוֹבֵב נֶפֶשׁ	מרענן ומענג	אומת	
49	מִגְדָּנוֹת	מעדנים ודברי מתיקה	אומת	
50	מִינוּת	כפירה בעיקרי הדת	אומת	
51	נִדְבָּךְ	שכבת בנייה; שלב בהתפתחות	אומת	
52	נִטַּשׁ	נעזב, הופקר; התחולל בעוצמה (הקרב ניטש)	שוכתב	
53	נִקְרָה	נקיק בסלע; הזדמן במקרה (נקרה בדרכו)	שוכתב	
54	סָפַק אֶת כַּפָּיו	הכה יד ביד מרוב כעס או ייאוש	שוכתב	
55	סָעַד אֶת לִבּוֹ	אכל והשיב את כוחו	אומת	
56	עַבְדְּקָן	בעל זקן עבות	אומת	
57	עִוְעִים	טירוף ובלבול (רוח עוועים)	אומת	
58	עֹפֶר	צבי או אייל צעיר	אומת	
59	פִּנְכָּה	קערית, צלחת קטנה (מלחך פנכה)	שוכתב	
60	צוֹעֵר	חניך קצונה; מתלמד בראשית דרכו	שוכתב	
