22	כָּחוּשׁ	רזה מאוד	אומת	
23	צָנוּם	רזה ודק	אומת	
24	תִּמְהוֹנִי	מוזר, יוצא דופן	אומת	
25	נוֹטֵר	שומר כעס בליבו	אומת	
26	תַּכְסִיסָן	פועל בתחבולות	אומת	
27	סוֹרֵר	מרדן, מפר משמעת	אומת	
28	נִרְפֶּה	עצל, חסר מרץ	שוכתב	
29	אָנִין	בעל טעם מעודן (אנין טעם)	אומת	
30	אִסְטְנִיס	רגיש ומפונק	אומת	
31	הֶדְיוֹט	אדם פשוט, חסר ידע	אומת	
32	בּוּר	חסר השכלה; שדה לא מעובד (אדמת בור)	אומת	
33	אֱוִיל	טיפש, חסר דעת	אומת	
34	חָמוּם	רתחן, כועס בקלות (חמום מוח)	שוכתב	
35	שְׁלוּמִיאֵל	מגושם וחסר מזל	אומת	
36	הִתְנַכֵּל	זמם לפגוע, הציק	אומת	
37	הִתְעַמֵּר	התאכזר, ניצל לרעה	אומת	
38	הִתְנַצֵּחַ	התווכח בלהט	אומת	
39	הִתֵּל	לעג, שיטה בו	אומת	
40	הוֹנָה	רימה, עשק בממון	אומת	
41	עָשַׁק	גזל, ניצל חלש	אומת	
42	נִשֵּׁל	גירש מרכושו או מאדמתו	אומת	
