127	מִן הַפַּח אֶל הַפַּחַת	ממצב רע לגרוע ממנו	אומת	
128	אֶפֶס קָצֵהוּ	רק מעט מזעיר ממנו	אומת	
129	טִפִּין טִפִּין	מעט מעט, בהדרגה	אומת	
130	אֵין אוֹנִים	חסר כוח וישע	אומת	
131	תְּמוֹל שִׁלְשׁוֹם	בעבר הקרוב (לא כתמול שלשום)	אומת	
132	עוּל יָמִים	צעיר מאוד	אומת	
133	שְׁאֵר בָּשָׂר	קרוב משפחה	אומת	
134	רְחַב יָד	נדיב מאוד	אומת	
135	אֶרֶךְ אַפַּיִם	סבלני, מאופק בכעסו	אומת	
136	חֲמוּר סֵבֶר	רציני וקפדני בהבעתו	אומת	
137	נִים וְלֹא נִים	מנומנם למחצה	אומת	
138	עַתִּיק יוֹמִין	קדום מאוד	אומת	
139	שֹׁד וָשֶׁבֶר	קריאת אסון וזעזוע	אומת	
140	מִן הַכֹּחַ אֶל הַפֹּעַל	ממחשבה למעשה	אומת	
141	מְחוֹז חֶפְצוֹ	היעד הנכסף	אומת	
142	בִּמְרוּצַת הַזְּמַן	ככל שחלפו השנים	שוכתב	
143	פָּרָשַׁת דְּרָכִים	צומת; נקודת הכרעה	שוכתב	
144	רֹעַ הַגְּזֵרָה	הפור הרע שנפל (השלים עם רוע הגזרה)	SKIP	
145	עַמּוּד הַתָּוֶךְ	המרכזי והחשוב ביותר	אומת	
146	אֶבֶן בֹּחַן	קנה מידה מכריע להערכה	שוכתב	
147	מַטְבֵּעַ לָשׁוֹן	ביטוי קבוע בשפה	אומת	
