81	מָשַׁךְ בְּעֵט	עסק בכתיבה, כתב דברי ספרות	אומת	
82	עֲשָׂבִים שּׁוֹטִים	צמחי פרא הפוגעים ביבול; אנשים מזיקים בחברה	שוכתב	
83	פּוֹשֵט עוֹרוֹת	מי שגובה מחיר מופקע על מרכולתו או שירותיו, נצלן	אומת	
84	אֲבַק אָדָם	מי שנחשב נטול ערך וצלם אנוש	שוכתב	
85	אִישׁ קְּצָווֹת	קנאי, נחרץ בדעותיו ובמעשיו	שוכתב	
86	אִמֵּץ אֶת יָדָיו	עודד אותו, דרבן אותו	אומת	
87	אֵין יָדוֹ מַשֶּׂגֶת	חסר לו הכסף הדרוש, מעבר ליכולתו	שוכתב	
88	אֶבֶן רֵחַיִים עַל צַוָּוארוֹ	נטל כבד המעיק עליו ומעכב את התקדמותו	אומת	
89	אוֹרֶךְ רוּחַ	סבלנות, מתינות	אומת	
90	בַּעֲרוֹב יָמָיו	בסוף חייו, לעת זקנתו	אומת	
91	בָּא בִּדְבָרִים	שוחח עמו, פתח במשא ומתן	שוכתב	
92	בָּאוּ לְעֵמֶק הַשָּׁוֶוה	התפשרו, הגיעו להסכמה הדדית	שוכתב	
93	גַּיִס חֲמִישִׁי	כינוי לבוגדים מבית, גורם פנימי המסייע לאויב	אומת	
94	חָמַד לָצוֹן	התבדח, התל, לגלג	שוכתב	
95	חָתוּל בַּשַּׁק	כינוי לדבר שטיבו לא ידוע	אומת	
96	לֵיל שִמּוּרִים	לילה לבן, שערים בו כולו	שוכתב	
97	עָקַר אֶת רַגְלָיו	יצא לדרכו, עזב את המקום	שוכתב	
98	קְטַן אֱמוּנָה	ספקן, סקפטי	אומת	
99	קִיצֵּץ אֶת כְּנָפָיו	הגביל את חופש פעולתו, ריסן את כוחו	שוכתב	
100	דִמְעוֹת שָׁלִישׁ	בכי מר וסוער, תחנונים רבים	שוכתב	
