81	בְּלִי מֵשִׂים	שלא בכוונה, בהיסח הדעת	שוכתב	
82	בִּלְתִּי נִלְאֶה	שאינו מתעייף לעולם	אומת	
83	דּוֹבְרָה	רפסודת משא	אומת	
84	הֵלִין	התלונן; עיכב אצלו בלילה (הלנת שכר)	SKIP	סתירה על ההומוגרף: מילוג נותן לצורה הזאת התלונן, ויקימילון נותן לה נתן ללון ומייחס את ההתלוננות לצורה בדגש, אבניאון לא מבחין
85	הִשְׁלִיךְ יְהָבוֹ עַל	תלה בו את כל תקוותו	אומת	
86	הִתְקַשֵּׁט בְּנוֹצוֹת זָרִים	התהדר בהישגי אחרים	אומת	
87	הָיָה בְּעוֹכְרָיו	פעל לרעתו והכשילו	אומת	
88	הוֹלֵךְ בַּתֶּלֶם	נוהג לפי המקובל	אומת	
89	הֻדְרְכָה מְנוּחָתוֹ	שלוותו נטרדה	אומת	
90	חֲגָוִים	נקיקי סלע (חגווי הסלע)	אומת	
91	חִיל וּרְעָדָה	פחד ואימה גדולים	אומת	
92	חַכְלִילִי	אדמדם, סמוק	אומת	
93	יוֹרֵד יָם	ימאי, ספן	אומת	
94	כְּלוֹנָס	מוט ארוך, עמוד דק	אומת	
95	כֹּחוֹ יָפֶה	תקף וחל (כוחו יפה גם ל־)	אומת	
96	לְאַלְתַּר	מיד, בו במקום	אומת	
97	לְסֵרוּגִין	לא ברצף, פעם כך ופעם כך	אומת	
98	לִבָּה אֶת הַיְּצָרִים	הלהיט את הרוחות	אומת	
99	מְכֻרְכָּם	צהוב, צהבהב (פנים מכורכמות)	שוכתב	אבניאון+האקדמיה ללשון
100	מִשֶּׁכְּבָר הַיָּמִים	מזה זמן רב	אומת	אבניאון+שפה עברית
