161	מָט לִנְפֹּל	רעוע, על סף קריסה	אומת	
162	מַמְגּוּרָה	מחסן תבואה גדול	אומת	
163	מַשְׁכּוּכִית	בהמה שהעדר נמשך אחריה	שוכתב	
164	מָרִית	שפכטל, כף שטוחה להחלקה	שוכתב	
165	מָרָה שְׁחוֹרָה	דכדוך עמוק, פסימיות	אומת	
166	מוּג לֵב	פחדן, חסר אומץ	שוכתב	
167	מֻשְׂכָּל רִאשׁוֹן	הנחת יסוד מובנת מאליה	אומת	
168	נִצְרָךְ	עני הנזקק לבריות	אומת	
169	נָפִיל	ענק אגדי	אומת	
170	סִרְהֵב	הפציר בתוקף שוב ושוב	אומת	
171	עֲזוּבָה	הזנחה ושיממון	אומת	
172	עַרְדָּל	נעל גשם עליונה	אומת	
173	עָלֶה נִדָּף	חלש וחסר ישע	אומת	
174	עוֹקֵר הָרִים	חריף שכל מופלג	אומת	
175	פֶּה מֵפִיק מַרְגָּלִיּוֹת	דובר בכישרון נדיר	אומת	
176	פָּסַח עַל שְׁתֵּי הַסְּעִפִּים	היסס בין שתי דעות	אומת	
177	צִחְצוּחַ חֲרָבוֹת	איומי מלחמה, הצהרות תוקפניות	שוכתב	
178	לִפְרָקִים	מדי פעם, לעיתים	אומת	
179	קוֹטֵל קָנִים	חסר ידע ומיומנות	אומת	
180	קֻרְנָס	פטיש כבד	אומת	
