148	אֹרְחָה	שיירה של אנשים או בהמות (אורחת גמלים)	שוכתב	
149	בִּקְתָּה	בית קטן ודל (בקתת עץ)	אומת	
150	פֻּנְדָּק	אכסניית דרכים (פונדק דרכים)	אומת	
151	אַפִּרְיוֹן	מושב מפואר הנישא על כתפיים	אומת	
152	מַחְצֶלֶת	שטיח קלוע מקש	אומת	
153	כֶּסֶת	כרית גדולה (כר וכסת)	אומת	ויקימילון+בן־יהודה
154	פָּמוֹט	מעמד לנר	אומת	
155	מִכְמַנִּים	אוצרות טמונים (מכמני השפה)	אומת	
156	קוּרִים	חוטי העכביש (קורי עכביש)	אומת	
157	רָדוּד	לא עמוק (מים רדודים); שטחי, לא מעמיק	שוכתב	
158	נָבוּב	חלול מבפנים; חסר תוכן (מליצות נבובות)	אומת	
159	נִכְאֶה	עצוב ומדוכדך (רוח נכאה)	אומת	
160	שָׁפוּף	כפוף ורכון (בקומה שפופה)	אומת	
161	אָדוּק	מסור ונאמן מאוד; שומר מצוות בקפדנות (יהודי אדוק)	שוכתב	
162	עָרִיץ	שליט אכזר וכופה	אומת	
163	צוֹרֵר	אויב ורודף	אומת	
164	יוֹקֵד	בוער בעוצמה, לוהט (שמש יוקדת)	שוכתב	
165	חָקוּק	חרות עמוק (חקוק בליבו)	אומת	
166	רוֹפֵף	רעוע, לא מהודק (קשר רופף)	אומת	
167	עָבֹת	סמיך וסבוך (זקן עבות)	שוכתב	
168	מְסֻרְבָּל	כבד ומגושם; מסובך שלא לצורך (ניסוח מסורבל)	שוכתב	
