1	הֵמִיט	הביא רעה על מישהו (המיט אסון)	שוכתב	
2	אֲמַתְלָה	תירוץ מזויף	אומת	
3	שָׁצַף	סער, געש, זרם בעוצמה (בשצף קצף)	שוכתב	
4	הִדִּיר רַגְלָיו	נמנע מלבוא למקום, הרחיק את עצמו ממנו	אומת	
5	כֵּרָה	סעודה, משתה	אומת	
6	בָּטַשׁ	בעט, רמס, רקע ברגליו	שוכתב	
7	כִּלָּה	השמיד לגמרי (כילה את זעמו)	אומת	
8	חָצַב	כרת מן הסלע	אומת	
9	סִתֵּת	עיבד וחתך אבן	אומת	
10	גִּלֵּף	חתך צורות ועיטורים בעץ	שוכתב	
11	חָרַט	חקק בחומר קשה	אומת	
12	יָצַק	שפך נוזל או מתכת; מילא (יצק תוכן)	אומת	
13	הִתִּיךְ	המיס בחום גבוה	אומת	
14	מֵרֵק	צחצח והבריק	אומת	
15	אָרַג	יצר בד מחוטים	אומת	
16	פָּסַח	דילג מעל (לא פסח על איש)	אומת	
17	קִפֵּחַ	מנע את המגיע לו, הפלה לרעה; איבד (קיפח את חייו)	שוכתב	
18	רָדָה	שלט ביד קשה (רדה בו); הוציא דבש (רדה דבש)	אומת	
19	מָחָה	הביע התנגדות; ניגב (מחה דמעה)	אומת	
20	הִלְעִיט	האכיל בכמות מופרזת (הלעיט במידע)	שוכתב	
21	סָבָא	שתה לשוכרה (זולל וסובא)	אומת	
