121	צפריר	משב רוח קל של בוקר	אומת	
122	מצודד	שובה לב (מבט מצודד)	אומת	
123	אפיל	שמבשיל מאוחר מן הרגיל (זן אפיל)	שוכתב	
124	אסוך	כד שמן קטן	אומת	
125	אסל	מוט נשיאה על הכתפיים	אומת	
126	צרי	שרף מרפא (צרי גלעד)	אומת	
127	תרגימה	קינוח סעודה, ממתקים (מיני תרגימה)	שוכתב	
128	אבן שאין לה הופכין	דבר נטוש שאיש אינו חפץ בו	אומת	
129	אור יקרות	אור נעים ובהיר (זהר באור יקרות)	שוכתב	
130	חרב פיפיות	דבר הפוגע גם בבעליו	אומת	
131	לזות שפתיים	דיבה ורכילות	אומת	
132	סלע המחלוקת	לב הסכסוך	אומת	
133	שידוד מערכות	שינוי סדרים יסודי	אומת	
134	סרח עודף	תוספת מיותרת ונגררת	אומת	
135	היינו הך	אותו דבר בדיוק	אומת	
136	כיליון עיניים	ציפייה דרוכה (בכיליון עיניים)	אומת	
137	לא יסולא בפז	יקר מכל הון	אומת	
138	קל רגליים	מהיר תנועה	אומת	
139	שעת כושר	הזדמנות נוחה	אומת	
140	עיר פרזות	עיר ללא חומה	אומת	
