1	מַלָּח	ימאי, איש צוות אונייה	אומת	
2	נְאָקָה	גניחת כאב עמוקה	אומת	
3	סַהֲרוּרִי	מהלך בשנתו; הוזה, מנותק מהמציאות	שוכתב	
4	חָרוּשׁ	מלא תלמים (פנים חרושות קמטים)	אומת	
5	אִדְרָה	שלד הדג, עצמותיו	שוכתב	
6	אַרְכֻּבָּה	ברך; ידית סיבוב כפופה	אומת	
7	אַשְׁמַאי	חוטא מופקר	אומת	
8	אוּנְקִיָּה	יחידת משקל קטנה	אומת	
9	לִיבְּרָה	יחידת משקל, פאונד, כ-450 גרם	שוכתב	
10	קַב	מידת נפח קדומה; כמות קטנה (קב ונקי)	שוכתב	
11	אֵיפָה	מידת נפח עתיקה (איפה ואיפה)	אומת	
12	אוֹטוֹקְרַטְיָה	שלטון יחיד מוחלט	אומת	
13	בִּלְתִּי אֶמְצָעִי	ישיר, ללא תיווך	אומת	
14	גִּבֵּן	בעל חטוטרת בגבו	אומת	
15	גִּדֵּם	קטוע יד	שוכתב	
16	חֲפָתִים	קצות שרוול מקופלים	אומת	
17	חַט	שן חדה ובולטת של חיה (חטי הפיל)	שוכתב	
18	לַבִּירִינְת	מבוך סבוך	אומת	
19	לַהֲדָ"ם	לא היו דברים מעולם	אומת	
20	מַטְרוֹנָה	גברת נכבדה ורמת מעלה	אומת	
