1	קִלֵּס	שיבח, רומם; לעג, גידף	שוכתב	
2	הֵרִיעַ	קרא בקול שמחה (הריעו לו)	אומת	
3	אָרַר	קילל (ארור היום)	אומת	
4	דָּלַק	רדף בלהט (דלק אחריו)	אומת	
5	מָחַץ	הכה וריסק (ניצחון מוחץ)	אומת	
6	נָתַשׁ	עקר מן השורש (לנתוש ממקומו)	אומת	
7	דָּשׁ	רמס ודרך; עסק שוב ושוב (דש בעניין)	אומת	
8	הִשְׁתַּלַּח	תקף בדברים בוטים (השתלח ביריבו)	אומת	
9	הִשְׂטִין	קטרג והאשים (דברי שטנה)	אומת	
10	זָלַג	נזל, טפטף (דמעות זלגו)	שוכתב	
11	שׁוֹתֵת	זב דם (פצע שותת)	אומת	
12	זָב	נוזל ויוצא (ארץ זבת חלב ודבש)	אומת	
13	כָּהָה	התעמעם, דעך (עיניו כהו)	שוכתב	
14	כָּשַׁל	מעד ונחלש (כשלו ברכיו)	אומת	
15	שָׁזַף	ראה (לא שזפתו עין); הכהה בשמש	אומת	
16	קִבֵּץ	אסף ממקומות פזורים (קיבץ נדחים)	אומת	
17	נָטַע	שתל עץ; החדיר (נטע בו תקווה)	אומת	
18	הוֹרִישׁ	הנחיל רכוש לאחר מותו; גירש, סילק (הוריש את יושבי הארץ)	שוכתב	
19	עֶבְרָה	כעס עז וזעם	אומת	
20	מַשְׂטֵמָה	שנאה עמוקה ושמורה	אומת	
