106	פַּרְסָה	טלף הסוס (פרסת ברזל); מידת מרחק	אומת	
107	פְּלוּמָה	שיער או נוצות רכים (פלומת התינוק)	אומת	
108	פֵּאָה	צד, קצה, שוליים (פאתי העיר)	שוכתב	
109	יַרְכְּתַיִם	החלק האחורי, הקצה המרוחק (ירכתי הספינה)	שוכתב	
110	שִׁפּוּלִים	החלק התחתון (בשיפולי הגבעה)	אומת	
111	סְפִיחַ	הצומח מאליו; תוצאת לוואי (ספיחי המשבר)	אומת	
112	נֶשֶׁךְ	ריבית מופרזת (הלוואה בנשך)	אומת	
113	מַהֲמוֹרוֹת	בורות ומכשולים (מהמורות בדרך)	אומת	
114	חַתְחַתִּים	מכשולים קשים (דרך חתחתים)	אומת	
115	תְּלָאוֹת	קשיים ומצוקות (תלאות הדרך)	אומת	
116	אֲסַפְסוּף	המון מוסת ופרוע	אומת	
117	גֻּזְמָה	הפרזה מופלגת	אומת	
118	זוּטוֹת	עניינים קטנים ושוליים	אומת	
119	צָפוּד	מכווץ ויבש (עור צפוד)	אומת	
120	מְהוּהַּ	בלוי ודהוי (בגד מהוה)	אומת	
121	נֶאֱלָח	מתועב ומושחת	אומת	
122	שָׁחוּחַ	כפוף, רכון, מורכן (גב שחוח)	שוכתב	
123	מְאַלֵּף	מחכים ומלמד (דוגמה מאלפת)	אומת	
124	הֵנִיחַ אֶת דַּעְתּוֹ	הרגיע וסיפק אותו	אומת	
125	הוֹלִיךְ שׁוֹלָל	רימה והטעה	אומת	
126	הֵקֵל רֹאשׁ	זלזל, לא התייחס ברצינות	אומת	
