101	שִׁכְלֵל	שיפר, השביח	אומת	
102	גָּרַע	הפחית, הוריד	אומת	
103	דִּלֵּל	הפחית צפיפות או כמות; מהל נוזל	שוכתב	
104	גָּדַשׁ	מילא יתר על המידה (גדש את הסאה)	שוכתב	
105	הִרְעִיף	העניק בשפע	אומת	
106	הִפְרִיז	הגזים	אומת	
107	הִמְעִיט	הפחית; זלזל בערך	אומת	
108	זָקַף	ייחס (זקף לזכותו); הרים, יישר	שוכתב	
109	גָּמַל	החזיר טובה או רעה; הפסיק הנקה או הרגל	שוכתב	
110	מָחַל	סלח	אומת	
111	הֶחֱמִיץ	פספס (הזדמנות); התקלקל בטעמו	שוכתב	
112	אָכַף	כפה ביצוע (אכף חוק)	אומת	
113	זִכָּה	קבע חפות; העניק	אומת	
114	הִרְשִׁיעַ	קבע אשמה במשפט	אומת	
115	כָּפַר	הכחיש (כפר באשמה)	אומת	
116	הֵפִיחַ	עורר, הכניס (הפיח תקווה)	אומת	
117	מָעַךְ	ריסק בלחיצה	אומת	
118	חֶרְפָּה	בושה, קלון	אומת	
119	חֲפוּת	אי־אשמה	אומת	
120	תְּחִנָּה	בקשה נרגשת	אומת	
121	קַנָּאוּת	קיצוניות בדעה או באמונה	אומת	
122	הֲפוּגָה	הפסקה זמנית	אומת	
123	מוֹרָא	אימה, פחד מהול בכבוד	שוכתב	
124	גְּנַאי	דופי, דיבור משפיל (כינויי גנאי)	שוכתב	
125	תְּהִלָּה	שבח ופרסום חיובי	אומת	
126	מוֹנִיטִין	שם טוב	אומת	
127	בּוּז	זלזול עמוק	אומת	
128	חֶמְלָה	רחמים	אומת	
129	אַהֲדָה	חיבה ותמיכה	אומת	
130	מְשׂוּכָה	גדר שיחים, מכשול בדרך	שוכתב	
131	תַּכְלִית	מטרה סופית	אומת	
132	תַּחְבּוּלָה	תכסיס ערמומי	אומת	
133	מְזִמָּה	תוכנית זדון	אומת	
134	בֶּצַע	רווח לא מוסרי (בצע כסף)	אומת	
135	מְבוּכָה	בלבול ואי־נוחות	אומת	
136	הִשְׁתָּאוּת	פליאה גדולה	אומת	
137	יִסּוּרִים	סבל רב	אומת	
138	מַכְאוֹב	ייסורים, צער עז	שוכתב	
139	יָגוֹן	עצב עמוק	אומת	
140	חֶדְוָה	שמחה	אומת	
141	נַחַת	שביעות רצון	אומת	
142	מֹרַת רוּחַ	אי־שביעות רצון	אומת	
143	חֵמָה	כעס עז	אומת	
144	טִינָה	משקע של כעס, רוגז שמור	אומת	
145	אֵיבָה	שנאה	אומת	
146	תּוֹכֵחָה	דברי נזיפה ומוסר	אומת	
147	לֶקַח	מסקנה מניסיון	אומת	
148	בְּקִיאוּת	ידע מעמיק בתחום	אומת	
149	דִּכְדּוּךְ	עצבות, נכאים	אומת	
150	חֲנֻפָּה	שבח מוגזם לשם תועלת	אומת	
