169	טָמִיר	נסתר וסודי	אומת	
170	סָתוּר	פרוע, לא מסודר (שיער סתור)	אומת	
171	גָּרוּם	רזה וכחוש, בעל עצמות בולטות	שוכתב	
172	כְּהֶרֶף עַיִן	במהירות עצומה	אומת	
173	בִּמְחִי יָד	בתנועה אחת, בבת אחת	אומת	
174	עוֹד בְּאִבּוֹ	בראשיתו, בטרם התפתח (נקטע באיבו)	שוכתב	
175	קַל דַּעַת	פזיז, לא שקול	אומת	
176	כְּבַד רֹאשׁ	רציני ומיושב	אומת	
177	כְּבַד פֶּה	מתקשה בדיבור	אומת	
178	אִישׁ אֶשְׁכּוֹלוֹת	אדם מוכשר ובקיא בתחומים רבים	שוכתב	
179	בַּר סַמְכָא	מומחה מהימן שדעתו מכרעת	שוכתב	
180	אוֹבֵד עֵצוֹת	מבולבל, לא יודע מה לעשות	אומת	
181	עוֹבֵר אֹרַח	מי שחולף במקום באקראי	שוכתב	
182	הוֹן עֲתֵק	עושר עצום	אומת	
183	מַשְׂאַת נֶפֶשׁ	שאיפה נכספת	אומת	
184	אֲחִיזַת עֵינַיִם	הטעיה, אשליה מכוונת	אומת	
185	שְׁאָר רוּחַ	אצילות ורוממות נפש	אומת	
186	קְשֵׁה יוֹם	אומלל, שרוי בעוני ובמצוקה	שוכתב	
187	מוּסַר הַשְׂכֵּל	לקח שנלמד מהסיפור	אומת	
188	שִׁנֵּס מָתְנָיו	התכונן למאמץ גדול	אומת	
189	קְנֵה מִדָּה	קריטריון להשוואה; היחס בין שרטוט למציאות	שוכתב	
