85	שָׂרַר	התקיים, שלט (שררה דממה)	אומת	
86	רָוַח	היה נפוץ, נעשה מקובל; הוקל לו	שוכתב	
87	נִקְלַע	הגיע במקרה, מצא עצמו במצב	שוכתב	
88	תָּשַׁשׁ	נחלש מאוד (תש כוחו)	אומת	
89	דָּעַךְ	נחלש בהדרגה, כבה	אומת	
90	גָּאָה	עלה והתרומם (הנהר גאה)	אומת	
91	קָמַל	נבל, התייבש	אומת	
92	אָפַף	הקיף, עטף (אפפה אותו חרדה)	אומת	
93	עָטָה	לבש, התכסה (עטה מסכה)	שוכתב	
94	חָבַשׁ	הניח כובע; כרך בד על פצע	שוכתב	
95	דִּדָּה	הלך בצעדים קטנים ולא יציבים	שוכתב	
96	זָע	נע מעט (לא זע ולא נע)	אומת	
97	חָג	נע במעגל (הנשר חג בשמיים)	אומת	
98	הִזְדַּקֵּר	בלט כלפי מעלה	אומת	
99	הִבְלִיחַ	הבהב, נצנץ לרגע	שוכתב	
100	בָּקַע	פרץ ויצא (קול בקע); שיסע ופתח	שוכתב	
101	פִּלַּח	חתך, חדר (פילחה אותו צעקה)	אומת	
102	קָדַח	עשה חור; להט מחום (מצחו קודח)	אומת	
103	נִמְלַךְ	שינה דעתו, חזר בו	אומת	
104	עָלַץ	שמח מאוד	אומת	
105	מָרַט	תלש בחוזקה שיער או נוצות	שוכתב	
