85	תָּהָה עַל קַנְקַנּוֹ	בחן מה טיבו	אומת	
86	מִשְׁעֶנֶת קָנֶה רָצוּץ	תמיכה כושלת שאין לסמוך עליה	אומת	
87	חֲסַר כֹּל	עני שאין לו דבר	אומת	
88	בֶּן לְוָיָה	שותף לדרך	אומת	
89	בַּת קוֹל	הד; הכרזה משמיים	שוכתב	
90	בַּת צְחוֹק	חיוך קל (העלה בת צחוק)	אומת	
91	בָּבַת עַיִן	אישון; דבר יקר מכול (שמר עליו כבבת עינו)	שוכתב	
92	בֶּן טִפּוּחָיו	חניך אהוב שגידלו אותו במסירות	שוכתב	
93	כְּלִיל הַשְּׁלֵמוּת	נטול פגמים, מצוין לחלוטין	שוכתב	
94	הִדְרִיךְ מְנוּחָתוֹ	הטריד ולא הרפה ממנו	שוכתב	
95	פָּרַק עֹל	השתחרר מכל מרות	אומת	
96	טָמַן לוֹ פַּח	הכין לו מלכודת	אומת	
97	הִרְעִישׁ עוֹלָמוֹת	עורר מהומה גדולה	אומת	
98	פַּח יָקוּשׁ	מלכודת נסתרת	אומת	
99	דֶּרֶךְ הַמֶּלֶךְ	הנתיב הראשי והמקובל	שוכתב	
100	בָּטֵל בְּשִׁשִּׁים	זעיר עד חוסר חשיבות	אומת	
101	יְקַר הַמְּצִיאוּת	נדיר ביותר	אומת	
102	פִּיק בִּרְכַּיִם	רעד הרגליים מרוב פחד	שוכתב	
103	שְׁתִי וָעֵרֶב	לכל הכיוונים (חצה את העיר שתי וערב)	אומת	
104	נִכְנַס בְּעֹבִי הַקּוֹרָה	צלל לעומק העניין	אומת	
105	אֶרֶץ גְּזֵרָה	מקום נידח של גלות	אומת	
