85	מָבוֹי	סמטה צרה (מבוי סתום: מצב ללא מוצא)	אומת	
86	רֶסֶן	רתמה לראש הסוס; מעצור, בלימה (שלוח רסן)	שוכתב	
87	דָּרְבָּן	קוץ מזרז לבהמה (כדרבנות: דברים מחודדים)	אומת	
88	עֹל	מוט הרתמה; נטל כבד (עול הפרנסה)	אומת	
89	אַגָּן	קערה רחבה לנוזלים; אזור ניקוז (אגן ההיקוות)	שוכתב	
90	קַנְקַן	כד לנוזלים (אל תסתכל בקנקן)	אומת	
91	נֹאד	שק עור לנוזלים (נאד נפוח: יהיר וריק)	אומת	
92	שִׁקּוּי	נוזל בעל סגולות קסם או ריפוי (שיקוי אהבה)	שוכתב	
93	מָזוֹר	מרפא והקלה (לא נמצא מזור למכתו)	אומת	
94	רְטִיָּה	תחבושת לפצע	אומת	
95	אַדֶּרֶת	מעיל רחב ומפואר	אומת	
96	הִינוּמָה	צעיף הכלה	אומת	
97	טְלַאי	חתיכה לתיקון בגד (טלאי על גבי טלאי)	אומת	
98	יְרִיעָה	פיסת בד גדולה; היקף העניין (קצרה היריעה)	שוכתב	
99	מַרְבָד	שטיח גדול (מרבדי דשא)	אומת	
100	כְּסוּת	בגד, לבוש (כסות עיניים: הסוואה)	שוכתב	
101	אַמְתַּחַת	שק לנשיאה (יש באמתחתו: ברשותו)	אומת	
102	נְבָכִים	מעמקים סבוכים (בנבכי הנפש)	אומת	
103	תּוֹאֲנָה	אמתלה, סיבה מדומה (חיפש תואנה)	שוכתב	
104	שִׁלְהֵי	סופו של פרק זמן (בשלהי המאה)	שוכתב	
105	עֶרֶשׂ	מיטה, עריסה; מקום היווצרות (ערש התרבות)	שוכתב	
