22	הִתְבַּסֵּם	השתכר קלות (התבסם מהיין)	שוכתב	
23	נָסַךְ	החדיר תחושה (נסך ביטחון); יצק יין בפולחן	שוכתב	
24	תָּסַס	בעבע ופלט גזים; געש מהתרגשות (נעורים תוססים)	שוכתב	
25	הִבְאִישׁ	הסריח; השמיץ (הבאיש את ריחו)	שוכתב	
26	נָדַף	הפיץ ריח (נדף ניחוח); נישא ברוח	שוכתב	
27	הִתִּיז	פיזר רסיסים; כרת בתנופה (התיז את ראשו)	אומת	
28	נִקְוָה	התאסף במקום (מים נקוו)	אומת	
29	קָד	השתחווה קלות (קד קידה)	אומת	
30	סָגַד	כרע והשתחווה (סגד לפסל); העריץ עד התבטלות	שוכתב	
31	זִקֵּק	טיהר והפריד בהרתחה (זיקק נפט)	שוכתב	
32	דִּשְׁדֵּשׁ	הלך בכבדות; לא התקדם (דשדש במקום)	אומת	
33	שִׁרְבֵּב	הבליט החוצה (שרבב לשונו); הכניס בטעות (שורבב שיבוש)	אומת	
34	כִּרְכֵּר	קיפץ, רקד והסתובב (כרכר סביבו)	שוכתב	
35	שָׁעַט	דהר ברעש (שעטת סוסים)	אומת	
36	נִתַּר	קפץ בפתאומיות, זינק (ניתר ממקומו)	שוכתב	
37	חִשֵּׁל	חיזק והקשיח (חושל בקרבות); עיבד מתכת בהכאה	שוכתב	
38	הִתְרַפֵּק	נצמד בחיבה; נזכר בגעגוע (התרפק על העבר)	שוכתב	
39	חָשַׁק	השתוקק (חשקה נפשו); הידק (חשק שיניים)	אומת	
40	נִחַם	התחרט (ניחם על מעשהו)	אומת	
41	הִטִּיחַ	זרק בכוח (הטיח בקיר); אמר בבוטות (הטיח האשמות)	אומת	
42	מֵרֵר	הרע והציק (מירר את חייו); בכה קשות (מירר בבכי)	שוכתב	
