169	בֵּין הַשְּׁמָשׁוֹת	שעת הדמדומים	אומת	
170	לְעֵת מְצֹא	כשמזדמן, בשעת הצורך	שוכתב	
171	נַחֲלַת הַכְּלָל	רכוש ציבורי, נכס פתוח לשימוש הרבים	שוכתב	
172	נִכְסֵי צֹאן בַּרְזֶל	ערכי יסוד שאין לוותר עליהם	אומת	
173	יְגִיעַ כַּפָּיו	עבודתו הקשה; פרי עמלו	שוכתב	
174	הֲלָךְ רוּחַ	מצב נפשי, אווירה	אומת	
175	עִדָּן וְעִדָּנִים	זמן רב מאוד	אומת	
176	עָשָׂה יָמִים כְּלֵילוֹת	עבד בלי הפסקה	אומת	
177	עֵרֶב רַב	אספסוף, קהל מגוון וחסר ייחוד	שוכתב	
178	לְמַגִּנַּת לִבּוֹ	לצערו העמוק	אומת	
179	אַלְיָה וְקוֹץ בָּהּ	טובה שיש בה פגם	אומת	
180	לַאֲמִתּוֹ שֶׁל דָּבָר	למעשה, בעצם	שוכתב	
181	אִמְרֵי שֶׁפֶר	דברים יפים ומחוכמים	אומת	
182	דִּבְרֵי טַעַם	אמירות נבונות ומשכנעות	שוכתב	
183	דִּבְרֵי בֶּלַע	השמצות ארסיות, גידופים	שוכתב	
184	כְּזַיִת	כמות זעומה	אומת	
185	עֲשֶׂרֶת מוֹנִים	פי כמה וכמה	אומת	
186	עַד בְּלִי דַּי	בשפע עצום	אומת	
187	כְּחוּט הַשַּׂעֲרָה	הבדל זעיר ביותר (ניצל כחוט השערה)	אומת	
188	בִּדְמִי יָמָיו	באמצע חייו (נקטף בדמי ימיו)	אומת	
189	הִכָּה גַּלִּים	עורר הד ציבורי רחב	אומת	
