43	נָחַל	קיבל לחלקו, ירש (נחל אכזבה)	שוכתב	
44	הִסְתּוֹפֵף	שהה בקרבת מקום, התגורר זמנית (הסתופף במחיצתו)	שוכתב	
45	חָסָה	שהה תחת הגנה, מצא מקלט (חסה בצילו)	שוכתב	
46	כָּמַהּ	השתוקק מאוד	אומת	
47	עָרַג	נכסף, השתוקק	אומת	
48	נָהָה	נמשך אחרי	אומת	
49	תָּר	סייר, חיפש (תר אחר מנוחה)	אומת	
50	חִזֵּר	ביקש קרבה (חיזר אחריה); קיבץ נדבות (חיזר על הפתחים)	אומת	
51	אָרַב	המתין במסתור	אומת	
52	הִתְחַקָּה	עקב וחקר (התחקה אחר שורשיו)	אומת	
53	הִפְטִיר	אמר כבדרך אגב	אומת	
54	נָם	ישן, נרדם (נם את שנתו)	שוכתב	
55	שִׁנֵּן	חזר ולמד היטב	אומת	
56	נָבַט	החל לצמוח, בצבץ מהאדמה (הזרע נבט)	שוכתב	
57	נָעַץ	תקע בכוח, דקר; הביט בחדות (נעץ מבט)	שוכתב	
58	לָטַשׁ	שייף וחידד; הביט בחשק (לטש עיניים)	אומת	
59	בָּהָה	הביט בריקנות	אומת	
60	גָּהַר	כפף גופו מעל, גחן (גהר מעל הבאר)	שוכתב	
61	רָכַן	התכופף קדימה	אומת	
62	קִעְקַע	הרס מן היסוד, ערער	אומת	
63	נִתֵּץ	שבר, הרס	אומת	
