161	חֲכִירָה	שכירת קרקע לתקופה קצובה	אומת	
162	קוֹלָן	מכשיר לכיוון כלי נגינה	אומת	
163	מֶלְקָחַיִם	כלי אחיזה וצביטה	אומת	
164	רַכָּב	נוהג הכרכרה	אומת	
165	תִּיתוֹרָה	שולי הכובע הבולטים	אומת	
166	כֵּלִים שְׁלוּבִים	מערכות המשפיעות זו על זו	אומת	
167	יָדוֹ עַל הַתַּחְתּוֹנָה	הוא המפסיד במאבק	אומת	
168	מֵאֵין כָּמוֹהוּ	שאין דומה לו	אומת	אבניאון בלבד
169	סִדְקִית	חפצי תפירה קטנים	אומת	
170	עַל קְצֵה הַמַּזְלֵג	בתמצית בלבד	אומת	
171	הֶחֱזִיר עֲטָרָה לְיָשְׁנָהּ	השיב מנהג או מוסד לתפארתו	שוכתב	מילוג בלבד
172	אֵין עָלָיו עוֹרְרִין	אין חולק על כך	אומת	
173	סְיָח	סוס צעיר	אומת	
174	אוֹתִיּוֹת קִדּוּשׁ לְבָנָה	כתב גדול ובולט במיוחד	שוכתב	ויקימילון בלבד
175	מַרְבֵּק	תא פיטום לבהמות (עגל מרבק)	אומת	
176	הִתְעַתֵּד	עמד לעשות דבר, נערך לקראתו	שוכתב	
177	בֶּן דְּמוּתוֹ	אדם הנראה כמוהו, כפילו	שוכתב	safa-ivrit בלבד
178	לַבְלָר	כתבן ופקיד רישום	אומת	
179	שָׂרִיג	ענף גפן	אומת	
180	סְמָדַר	פריחת הגפן, ענבים בתחילת גידולם	שוכתב	
