169	זַךְ	נקי, צלול וטהור	אומת	
170	צָחוֹר	לבן טהור	אומת	
171	חָרֵב	הרוס; יבש (באר חרבה)	שוכתב	
172	שׁוֹקֵק	מלא חיים ותנועה	אומת	
173	הוֹמֶה	רועש, סואן; משתוקק, מתגעגע (לבו הומה)	שוכתב	
174	צָחִיחַ	יבש ושומם	אומת	
175	עָקָר	שאינו מוליד; חסר תועלת (דיון עקר)	אומת	
176	לֵאֶה	מותש, חסר כוח	שוכתב	
177	יָגֵעַ	עייף מרוב עמל	אומת	
178	נִשְׂגָּב	נעלה ורם; מעבר להבנה (נשגב מבינתו)	אומת	
179	נִתְעָב	מעורר סלידה	אומת	
180	חֲרִישִׁי	שקט וחלש (קול חרישי)	אומת	
181	עָרֵב	נעים (ערב לאוזן); אחראי לחוב (ערב להלוואה)	אומת	
182	דָּהוּי	שצבעו נחלש	אומת	
183	סָמוּק	אדום (לחיים סמוקות)	אומת	
184	גּוּץ	קצר קומה ומוצק	שוכתב	
185	תָּמִיר	גבוה וזקוף	אומת	
186	שָׁדוּף	כחוש, יבש (שיבולים שדופות); ריק מתוכן	שוכתב	
187	עָבֵשׁ	טחוב, מקולקל (לחם עבש); נדוש ומשעמם	שוכתב	
188	הָדוּר	מפואר ומטופח (לבוש הדור)	אומת	
189	סַסְגּוֹנִי	רב־צבעים; מגוון ובלתי שגרתי (קהל ססגוני)	שוכתב	
