61	כָּלְתָה נַפְשׁוֹ	השתוקק מאוד, נכסף	שוכתב	
62	בְּיֶתֶר שְׂאֵת	בעוצמה גדולה בהרבה	שוכתב	
63	עֲדֵי עַד	לנצח נצחים	אומת	
64	בִּקֵּשׁ אֶת נַפְשׁוֹ	זמם להורגו	אומת	
65	אָבְדוּ עֶשְׁתּוֹנוֹתָיו	התבלבל ונבהל לגמרי	אומת	
66	יְפֵה נֶפֶשׁ	עדין, רגיש ואידיאליסט תמים	שוכתב	
67	כְּאִישׁ אֶחָד	כולם יחדיו, בהסכמה מלאה	שוכתב	
68	יָדוֹ עַל הָעֶלְיוֹנָה	מנצח, נמצא בעמדת עדיפות	שוכתב	
69	קָצְרָה רוּחוֹ	אזלה סבלנותו	אומת	
70	כָּלוּ כָּל הַקִּצִּין	אפסה כל תקווה	אומת	
71	יָרַד לְטִמְיוֹן	אבד ללא שוב	אומת	
72	עָלָה בְּיָדוֹ	הצליח (לא עלה בידו)	אומת	
73	הִשִּׂיגָה יָדוֹ	היה ביכולתו הכלכלית	אומת	
74	לֹא מָצָא יָדָיו וְרַגְלָיו	התבלבל ולא התמצא	אומת	
75	אֵין לְאֵל יָדוֹ	אין בכוחו לעשות זאת	שוכתב	
76	דָּבָר דָּבוּר עַל אָפְנָיו	מנוסח ומסודר להפליא	אומת	
77	כַּדָּת וְכַדִּין	כנדרש וכחוק	אומת	
78	מִצְוַת אֲנָשִׁים מְלֻמָּדָה	עשייה מהרגל, בלי לב	אומת	
79	מַס שְׂפָתַיִם	אמירה חיצונית בלי כוונה	אומת	
80	קוֹל קוֹרֵא בַּמִּדְבָּר	פנייה שאיש אינו נענה לה	שוכתב	
