141	רָחַשׁ כָּבוֹד	הרגיש הערכה עמוקה	אומת	
142	נָצַר לְשׁוֹנוֹ	נזהר בדיבורו ושתק	אומת	
143	קָצְרָה יָדוֹ	לא היה ביכולתו	אומת	
144	נָפַל דָּבָר	אירע מאורע מכריע	SKIP	ספק: אין ערך במילוג/אבניאון/ויקימילון, "מכריע" לא אומת
145	פְּרִי הִלּוּלִים	תוצר מעולה שראוי להערכה	שוכתב	
146	הַשְׁכֵּם וְהַעֲרֵב	ללא הרף, בכל שעה	אומת	
147	בֵּין הָעַרְבַּיִם	שעת דמדומים לפני רדת החשכה	שוכתב	
148	אִישׁוֹן לַיְלָה	שעה מאוחרת בעומק החשכה	שוכתב	
149	מְאוֹר פָּנִים	חביבות ולבביות כלפי הזולת	שוכתב	
150	בְּרֹב עָם	בנוכחות קהל גדול	אומת	
151	גַּרְדּוֹם	במת הוצאה להורג	אומת	
152	בַּרְדָּס	כיסוי ראש מחובר לבגד	אומת	
153	מַחְתָּה	כלי לגריפת גחלים	אומת	
154	דְּחִי	כישלון ומעידה (מדחי אל דחי)	אומת	
155	פָּעָה	השמיע קול כבש	אומת	
156	חֶלְכָּאִי	עני עלוב ונדכא	אומת	
157	פִּיד	אסון וצרה	אומת	
158	סַד	מתקן קיבוע וכליאה	אומת	
159	רָשׁ	עני מרוד (כבשת הרש)	אומת	
160	שַׁחַל	אריה	אומת	
