21	תֶּבֶן	קש מאכל בהמות (לבנים בלי תבן)	אומת	
22	סָח	סיפר ואמר	אומת	
23	חִזָּיוֹן	מראה, מופע (חיזיון תעתועים); נבואה, התגלות	שוכתב	
24	אֵם הַדֶּרֶךְ	צומת, מקום הצטלבות; נקודת הכרעה	שוכתב	
25	מָבוֹי סָתוּם	מצב ללא מוצא	אומת	
26	אוֹת וּמוֹפֵת	דוגמה ראויה לחיקוי (שימש אות ומופת)	שוכתב	
27	קִלְשׁוֹן	מזלג חקלאי גדול	אומת	
28	מַזְמֵרָה	מספרי גיזום	אומת	
29	נוֹטָרִיקוֹן	מילה שנוצרה מראשי תיבות	שוכתב	
30	אָתוֹן	נקבת החמור	אומת	
31	בַּרְקַאי	כוכב השחר, איילת השחר	אומת	
32	סָבִיל	חסר יוזמה, מופעל בידי אחר (התנגדות סבילה)	שוכתב	
33	הֶקֵּשׁ	הסקה מדבר על דבר	אומת	
34	סָרִיס	גבר שנכרתו אשכיו; שר בחצר המלך	שוכתב	
35	נִסְתַּם הַגּוֹלֵל	בא הקץ לדבר, נגמר סופית	שוכתב	אבניאון+האקדמיה
36	הָלַךְ רָכִיל	השמיץ שלא בפניו, הפיץ לשון הרע	שוכתב	
37	שִׂיג וָשִׂיחַ	קשר ומגע, דין ודברים (אין לו שיג ושיח)	שוכתב	
38	נִפְסָד	גרוע ופסול (מנהג נפסד)	אומת	
39	כֹּמֶר	איש דת נוצרי	אומת	
40	עִנְבָּר	שרף מאובן יקר	אומת	
