121	קָשַׁר לוֹ כְּתָרִים	הרעיף עליו שבחים	אומת	
122	בֵּית מַרְזֵחַ	מסבאה, פונדק שתייה	אומת	
123	הִקְדִּיחַ	חרך, שרף מחום רב (הקדיח את תבשילו)	שוכתב	
124	עָגְמַת נֶפֶשׁ	צער, עצב ודכדוך	שוכתב	
125	סְגֻלָּה	מעלה מיוחדת; תרופה עממית	אומת	
126	הִלָּה	עטרת זוהר; יוקרה סביב אדם	אומת	
127	תַּהְפּוּכוֹת	שינויי גורל חדים	אומת	
128	מִקְלַעַת	צמה, מעשה שזירה	שוכתב	
129	נִדָּח	מרוחק ושכוח (כפר נידח)	אומת	
130	הִתְנוֹסֵס	התנופף בגובה ובלט לעין (הדגל התנוסס)	שוכתב	
131	עַד מְהֵרָה	תוך זמן קצר	אומת	
132	עַל נְקַלָּה	בלי מאמץ, בלי קושי	שוכתב	
133	דִּבָּה	השמצה ולעז (הוציא דיבה)	אומת	
134	פָּרִיךְ	שביר ומתפורר בקלות	אומת	
135	עֲרוּגָה	שטח שתילה תחום בגן	אומת	
136	אֶבְרָה	כנף גדולה של עוף	שוכתב	
137	נְכָלִים	מזימות ותככים	אומת	
138	אָבָה	הסכים ורצה (לא אבה לשמוע)	אומת	
139	הוֹאִיל	ניאות ברצונו הטוב (הואיל בטובו)	אומת	
140	נָקְעָה נַפְשׁוֹ	מאס לחלוטין	אומת	
