181	רֵחַיִם	אבני טחינה (אבן ריחיים)	אומת	
182	שִׂחֲקָה לוֹ הַשָּׁעָה	התמזל מזלו	אומת	
183	שִׁוָּה בְּנַפְשׁוֹ	דמיין לעצמו	אומת	מילוג+שפה עברית
184	לַאֲשׁוּרוֹ	במדויק, כפי שהוא באמת (הבין דבר לאשורו)	שוכתב	
185	מֹרֶךְ לֵב	פחדנות ורפיסות רוח	אומת	
186	עָשָׂה נְפָשׁוֹת	גייס תומכים לרעיון	אומת	
187	פִּתְחוֹן פֶּה	עילה לביקורת או לטענה	אומת	
188	בַּחֲטָף	בחופזה ולפתע	אומת	
189	בָּלוּם	אטום וחסום; מלא וגדוש (אוצר בלום)	אומת	
190	בּוּלְמוּס	תאווה עזה, רעב כפייתי	אומת	
191	מהוקצע	מלוטש וחלק, ערוך בקפידה	שוכתב	
192	מַפְסֶלֶת	אזמל, כלי לסיתות ולגילוף	שוכתב	
193	נִקְבָּה	מחילה, מנהרה	אומת	
194	אֶצְעָדָה	צמיד לרגל או ליד	אומת	
195	אִסְפְּלָנִית	תחבושת, פלסטר, אגד מדבק	אומת	
196	בֶּכֶר	גמל צעיר	אומת	
197	בֵּיבָר	גן חיות, מכלאה לבעלי חיים	שוכתב	
198	גָּדִיד	קטיף תמרים	אומת	
199	מְזָוֶוה	ארון או חדרון לאחסון מזון	שוכתב	
200	סייס	מטפל בסוסים באורווה	אומת	
