148	סֶכֶר	מבנה החוסם זרם מים	אומת	
149	עָלוּם	נסתר ולא ידוע (זהות עלומה)	אומת	
150	עָנֵף	מסועף, רב שלוחות	אומת	
151	פָּשָׂה	התפשט (הנגע פשה)	אומת	
152	רְדִיד	צעיף לכתפיים	אומת	
153	רֶכֶס	שרשרת הרים	אומת	
154	רוֹבֶד	שכבה (רובדי השפה)	אומת	
155	תַּגְּרָן	סוחר זעיר המרבה להתמקח	אומת	
156	בִּיעָף	בחטף, במעוף מהיר	אומת	
157	גַּלָּב	ספר, מגלח	אומת	
158	הִקְנִיט	הרגיז בעקיצות	אומת	
159	הִשְׁתַּיֵּר	נותר, שרד	שוכתב	
160	הִטִּיל מוֹרָא	השליט פחד ואימה	אומת	
161	מַחְלָצוֹת	בגדי פאר (לבוש מחלצות)	אומת	
162	סִכֵּל	הכשיל מזימה מבעוד מועד	אומת	
163	שַׁרְלָטָן	מתחזה למומחה, נוכל	אומת	
164	תָּדִיר	בקביעות, לעיתים קרובות	אומת	
165	שִׂמְחָה לְאֵיד	הנאה מצרתו של הזולת	שוכתב	
166	הִסְתּוֹדֵד	התלחש בחשאי	אומת	
167	בַּלָּן	עובד בבית המרחץ	אומת	
168	דּוֹרוֹן	מתנה, שי	אומת	
