101	מַדְמֵנָה	ביצת רפש, מקום מזוהם	אומת	
102	מַחְמַל נַפְשׁוֹ	יקירו ואהובו	אומת	
103	נִחָר	צרוד ויבש (גרון ניחר)	אומת	
104	נוֹחַ לַבְּרִיּוֹת	נעים הליכות ומקובל	אומת	
105	נֹפֶךְ	גוון ותוספת ייחודית (נופך אישי)	אומת	
106	סָמוּךְ עַל שֻׁלְחָנוֹ	מתפרנס מחסדיו	אומת	
107	עַרְכָּאָה	דרגה בסולם בתי המשפט	אומת	
108	עָמִיל	סוכן מורשה (עמיל מכס)	אומת	
109	שָׂם פְּעָמָיו	פנה והלך לעבר	אומת	
110	פִּזּוּר נֶפֶשׁ	חוסר ריכוז, מחשבה נודדת	אומת	
111	פָּרָדוֹקְס	סתירה פנימית לכאורה	אומת	
112	פּוֹרֵק עֹל	מסרב לקבל מרות	אומת	
113	צָבָה	תפח והתנפח	אומת	
114	קֳבָל עַם וְעֵדָה	בגלוי, לעיני כולם	אומת	
115	קָרַם עוֹר וְגִידִים	נעשה ממשי ומוחשי	אומת	
116	קוּנְדְּסוּת	שובבות ותעלולים	אומת	
117	רְבָבָה	עשרת אלפים	אומת	
118	עָלְתָה קַרְנוֹ	גבר כבודו ומעמדו	אומת	
119	שְׁכִיב מְרַע	חולה הנוטה למות	אומת	
120	שָׁת לִבּוֹ	נתן דעתו, התעניין	שוכתב	
