61	צוּר מַחְצַבְתּוֹ	מקורו ומוצאו	אומת	
62	קְסַרְקְטִין	מחנה מגורי חיילים	אומת	
63	קָרוּץ	חצוב, עשוי מחומר (קרוץ מאותו חומר)	שוכתב	אבניאון+בן־יהודה
64	רַעֲמָה	שיער צוואר הסוס והאריה	אומת	
65	רָבַץ לְפִתְחוֹ	ארב לו, איים עליו מקרוב	אומת	
66	מַרְצֵעַ	כלי ניקוב (יצא המרצע מן השק)	אומת	
67	שְׁרִירוּת לֵב	עקשנות גחמנית	אומת	
68	תּוֹלָדָה	תוצאה, השלכה, נגזרת	שוכתב	
69	אֲנֶקְדּוֹטָה	סיפור קצר ומשעשע	אומת	
70	אִינְהֶרֶנְטִי	טבוע בדבר עצמו	אומת	
71	אִישׁ מָדוֹן	קנטרן, מרבה ריב ומחלוקת	שוכתב	
72	אֶשְׁכָּר	מתנה, שי	אומת	
73	זֶבֶד	מתנה (זבד טוב)	אומת	
74	אַבְנֵט	חגורת בד רחבה	אומת	
75	אַבְרֵךְ	לומד תורה נשוי; נכבד צעיר	אומת	
76	אַפְסָר	רסן ורתמת ראש לבהמה	אומת	
77	אָחַז אֶת הַשּׁוֹר בְּקַרְנָיו	ניגש לבעיה ישירות	אומת	
78	אָרִיחַ	לוח ריצוף וחיפוי	אומת	
79	אָרִיס	מעבד אדמת זולתו תמורת חלק ביבול	אומת	
80	אָשְׁיוֹת	יסודות ועמודי תווך	אומת	
