85	מוּעָקָה	תחושת כובד ולחץ	אומת	
86	טִרְדָּה	טורח, הצקה (טרדות היומיום)	שוכתב	
87	אִוְשָׁה	רשרוש קל (אוושת העלים)	אומת	
88	צְרִיחַ	מגדל גבוה (צריח הטירה)	אומת	
89	קִיטוֹן	חדר קטן וצדדי	אומת	
90	קִיתוֹן	כד, כלי שתייה (קיתונות של בוז)	שוכתב	
91	גִּיגִית	אגן גדול לרחצה ולכביסה (כפה עליהם הר כגיגית)	שוכתב	
92	נֶזֶם	תכשיט לאף (נזם זהב באף חזיר)	אומת	
93	עֲדִי	תכשיט, קישוט לגוף	שוכתב	
94	רֶגֶב	גוש אדמה (רגבי עפר)	אומת	
95	טִיט	בוץ (שקע בטיט); תערובת לבנייה	שוכתב	
96	פּוּר	גורל, מזל (הפור נפל)	שוכתב	
97	אֹשְׁיָה	יסוד ועמוד תווך (אושיות המדינה)	אומת	
98	עֲגָה	שפת דיבור של קבוצה (עגת הנוער)	אומת	
99	נַפְתּוּלִים	מאבקים קשים, התלבטויות (נפתולי הנפש)	שוכתב	
100	רָז	סוד עמוק (רזי הבריאה)	אומת	
101	דְּיוֹקָן	תמונת דמות (דיוקן עצמי)	אומת	
102	חֹטֶם	אף, איבר הריח (בעל חוטם בולט)	שוכתב	
103	לֹעַ	פה החיה (לוע האריה); פתח (לוע ההר)	אומת	
104	מַלְתָּעוֹת	שיני טורף חדות (בין מלתעות המוות)	שוכתב	
105	טֹפֶר	ציפורן החיה הטורפת (נעץ טפריו)	אומת	
