141	חָרִיט	ארנק, כיס קטן לכסף	שוכתב	
142	עִנְבָּל	לשון הפעמון	אומת	
143	קוּף הַמַּחַט	הנקב להשחלת החוט	שוכתב	
144	שַׁבְשֶׁבֶת	מכשיר המראה את כיוון הרוח	שוכתב	
145	עֱלִי	מוט הכתישה במדוכה	אומת	
146	קַת	ידית הנשק או הכלי	אומת	
147	טֶפַח	רוחב כף יד, מידת אורך עתיקה (מגלה טפח)	שוכתב	
148	דַּיָּה	עוף דורס בינוני ממשפחת הנצים	שוכתב	
149	זַרְזִיר	ציפור נודדת בלהקות	אומת	
150	עָלָה בְּקָנֶה אֶחָד	תאם, לא סתר	שוכתב	
151	גִּילְדָה	אגודת בעלי מקצוע	אומת	
152	מִנְשָׁר	מניפסט, הצהרת עקרונות פומבית	שוכתב	
153	גְּלִימָה	מעיל עליון ארוך	אומת	
154	בֵּית נְכוֹת	מוזיאון	אומת	
155	מוֹךְ	חומר ריפוד רך	אומת	
156	דַּפְתָּר	פנקס רישום	אומת	
157	אִמְרָה	פתגם; שולי הבגד	אומת	
158	זוּלָתָן	מעדיף את טובת האחר	אומת	
159	סַנְוֵרִים	עיוורון פתאומי מאור חזק (הוכה בסנוורים)	שוכתב	
160	עֲוִית	התכווצות שרירים פתאומית	אומת	
