22	לִבֵּן	בירר עד תום (ליבנו את המחלוקת)	אומת	
23	לִפֵּף	כרך וגלגל סביב (ליפף תחבושת)	אומת	
24	גָּלַל	דחף בסיבוב (גלל אבן); סיפר בפירוט (גולל פרשה)	שוכתב	
25	מִשֵּׁשׁ	בדק בידיים (מישש את הסחורה)	אומת	
26	גִּשֵּׁשׁ	חיפש בזהירות (גישש את דרכו)	אומת	
27	רִקֵּעַ	עיבד מתכת בהקשה (רוקע זהב)	אומת	
28	שָׁעָה	הקשיב ונענה (לא שעה לאזהרות)	אומת	
29	שִׁפֵּד	נעץ ותקע (שיפד את יריבו בדבריו)	אומת	
30	הֶעְפִּיל	טיפס במאמץ; הגיע לשלב גבוה (העפיל לגמר)	שוכתב	
31	הֻגְלָה	נשלח בכפייה מארצו	אומת	
32	עָקַד	קשר איברים (עקדת יצחק)	אומת	
33	הִסָּה	השתיק (היסה את ההמון)	אומת	
34	הִקְשָׁה	הכביד וסיבך; שאל בהתנגדות (הקשה על דבריו)	שוכתב	מילוג+מילון השפה העברית
35	זִלֵּף	התיז טיפות (זילף בושם)	אומת	
36	גָּחַן	רכן והתכופף קדימה (גחן אל התינוק)	שוכתב	
37	בִּתֵּר	חתך לחלקים (ביתר את השטח)	אומת	
38	פִּכָּה	נבע וזרם החוצה (מעיין מפכה)	שוכתב	
39	קָרַשׁ	התקשה מנוזל (דם קרוש)	אומת	
40	הִשִּׂיא	חיתן (השיא את בתו); נתן עצה	שוכתב	
41	נוֹעַץ	ביקש חוות דעת (נועץ במומחה)	שוכתב	מילוג+מילון אבניאון
42	הִתְגּוֹדֵד	התקהל בצפיפות (התגודדו סביבו)	אומת	
