85	רָוָה	שתה די צורכו; התמלא סיפוק (רווה נחת)	שוכתב	
86	מָדוֹן	ריב ומחלוקת	אומת	
87	מָגוֹר	פחד גדול	אומת	
88	חִיל	פחד ורעדה (אחזוהו חיל ורעדה)	אומת	
89	מֹרֶךְ	רפיון, חולשת רוח (מורך לב)	שוכתב	
90	הוֹד	הדר ורוממות (הוד מלכות)	אומת	
91	פַּת	חתיכת לחם, פרוסה (פת שחרית)	שוכתב	
92	תֶּלֶם	חריץ המחרשה באדמה (הלך בתלם)	שוכתב	
93	חֶרְמֵשׁ	כלי קציר ארוך ידית	אומת	
94	אָסָם	מחסן תבואה	אומת	
95	גֹּרֶן	משטח פתוח לדישת תבואה	שוכתב	
96	מוֹץ	קליפות התבואה (נפוץ כמוץ ברוח)	אומת	
97	אִזְמֵל	סכין חדה ומדויקת (אזמל מנתחים)	אומת	
98	סַדָּן	גוש הברזל של הנפח (בין הפטיש לסדן)	אומת	
99	נָקִיק	סדק צר בסלע	אומת	
100	כּוּךְ	חלל צר וחצוב בקיר (כוכי קבורה)	שוכתב	
101	גֻּמְחָה	שקע בקיר	אומת	
102	מִשְׁעוֹל	שביל צר (משעול הכרמים)	אומת	
103	בְּרִיחַ	מוט הנועל דלת	אומת	
104	טְרַקְלִין	אולם אירוח מפואר	אומת	
105	פְּרוֹזְדוֹר	מסדרון, מעבר	אומת	
