190	קָפָא עַל שְׁמָרָיו	לא התחדש ולא התקדם	אומת	
191	בּוֹסֵס	צעד בכבדות בתוך בוץ או שלג	שוכתב	
192	מַצְבִּיא	מפקד ראשי של כוח לוחם	שוכתב	
193	דַלְפוֹן	עני מרוד, חסר כול	שוכתב	
194	הִתְבַּשֵּׂם	מרח על עצמו נוזל ריחני; השתכר	שוכתב	
195	יָצָא מִכֵּלָיו	התרגז מאוד, איבד שליטה מרוב כעס	שוכתב	
196	סָר חִינוֹ	איבד את קסמו, חדל להיות מושך	שוכתב	
197	גֶּשֶׁם זַלְעָפוֹת	מטר עז וסוחף, מבול	שוכתב	
198	הָלַך שְׁבִי	נכבש כליל בקסמו של אדם או דבר, הוקסם והתמסר	אומת	
199	מִסְעָד	תמיכה, משענת	אומת	
200	בִּיכֵּר	העדיף, נתן קדימות	שוכתב	
201	הִרְנִין	שימח, עורר גיל	אומת	
202	לֹא יָדַע שָׂבְעָה	היה חמדן, תמיד רצה עוד	שוכתב	
203	עַד לְשַׁד עַצְמוֹתָיו	לחלוטין, עד עומק ישותו	אומת	
