1st - first	The first student arrived early to study.
2nd - second	She came in second place in the running race.
3rd - third	The third time he called, she answered the phone.
able	After training, he was able to lift heavy weights.
about	The meeting is scheduled about an hour from now.
absolutely	She was absolutely certain about her decision to move.
after	After the movie ended, they went out for dinner.
again	He tried again and this time finally succeeded completely.
against	The old wall stood firmly against the strong wind.
agree	The two friends finally agree on the best solution.
almost	He almost fell off the ladder but caught himself.
alone	She sat alone in the empty library reading quietly.
also	She plays soccer and also plays basketball on weekends.
always	She always arrives on time for every single meeting.
and	Coffee and tea are both popular hot drinks here.
angry	He was angry when they canceled the entire trip.
animal	The small animal ran quickly across the open field.
another	She wants another chance to try the difficult test.
answer	He finally knew the correct answer to the question.
area	The downtown area is very full of good restaurants.
army	The army fought hard to defend the entire country.
around	Many people gathered around the warm fire outside tonight.
art	She studied modern art in college for four years.
as	As she walked into the room, everyone turned around.
ask	He will ask you for help with the project.
at	She was at the grocery store buying fresh food.
at first	At first, he thought the test was very hard.
at least	You should study at least two hours every night.
attack	The dog might attack if it feels very threatened.
because	I stayed home because I was very sick yesterday.
because of	The game was canceled because of heavy rain yesterday.
before	She left before the party could actually end tonight.
beginning	The beginning of winter brings very cold weather here.
behind	The old house sat behind very tall trees completely.
best	That is the best pizza restaurant in town here.
better	This book is better than the last one totally.
between	The choice is between hot tea and cold coffee.
blood	Blood flows continuously through your veins all day long.
boat	He rowed the small boat across the lake yesterday.
body	Her body was very strong from daily exercise routine.
both	Both children really like to play outside often together.
bought	She bought a new car yesterday at the dealership.
brain	Your brain controls everything you do and think daily.
break	Do not break the glass or I will be angry.
building	The building is very tall and made of steel.
burn	The candle will burn slowly all night long tonight.
but	I like coffee but I do not like tea.
by	She stood by the window watching the rain fall.
call	I will definitely call you later this afternoon soon.
camera	The camera is very expensive and high quality today.
cash	He will cash the check at the bank tomorrow.
center	The city center is very busy all day long.
chance	You have one final chance to pass the test.
check	She will check the entire document before submitting it.
child	The small child is playing outside very happily today.
children	The children are playing loudly in the park outside.
church	She goes to church every single Sunday morning always.
clean	She will clean the whole room tomorrow morning early.
close	The store is very close to my house here.
club	He joined the school chess club this year today.
code	The password code must be very long and complex.
cold	It is very cold and snowy outside today now.
color	Her favorite color is a bright shade of blue.
company	The company is very large and very successful today.
contact	He will definitely contact you early tomorrow morning soon.
continue	She will continue reading the book after dinner tonight.
control	He has full control of the entire team here.
cool	The water is very cool and very refreshing today.
crime	The crime was very serious and absolutely shocking news.
dance	She will dance all night at the party tonight.
dangerous	That road is very dangerous in the dark night.
daughter	His daughter is very smart and very kind always.
Dead Sea	The Dead Sea is so salty nothing sinks deep.
deal	They finally made a very good and fair deal.
death	Death is a natural and inevitable part of life.
deep	The water in the lake is very deep here.
die	The plant will die if you forget to water.
diet	She recently started a strict new diet program here.
difference	There is a big difference between these two things.
different	She has a different opinion than he does always.
