diversity	The forest has great diversity of animal species living there.
downhill	The hiker walked downhill toward the valley below the mountain.
drain	She pulled out the plug to drain water from the sink.
drift	The boat began to drift slowly toward the rocky shore.
drip	Water drips from the faucet one drop at a time.
duel	Two swordsmen fought in a duel at dawn yesterday.
dwarf	The tall building dwarfs the small houses on the street.
dye	She used dye to turn the fabric a deep red.
dynasty	The Ming dynasty ruled China for nearly three hundred years.
edition	The first edition of that book is very rare today.
elect	Citizens will elect a new president next month in elections.
emblem	The eagle is an emblem of strength and freedom.
emphasis	The teacher puts emphasis on the importance of hard work.
emphasize	The coach emphasized the need for teamwork in every game.
enforce	Police officers enforce the law to keep the community safe.
enlarge	You can enlarge the photo to see more details clearly.
enrage	His rude behavior did enrage her so much that night.
enrich	Travel can enrich your mind and expand your world view.
enroll	Students must enroll in the class before the semester starts.
enthusiasm	Her enthusiasm for painting is clear in every artwork.
envious	He was envious when his friend got the promotion first.
equivalent	Ten dollars is roughly equivalent to the cost of lunch.
erosion	Water erosion has slowly worn away the stones for years.
essentially	Winter is essentially the coldest season of the entire year.
estimate	I estimate the project will take about three weeks total.
evaluate	Teachers evaluate student progress at the end of each term.
evaluation	The performance evaluation showed both strengths and areas to improve.
evenly	Spread the paint evenly across the entire surface of wall.
evident	His sadness was evident to everyone in the room today.
exceptional	That student has exceptional talent for mathematics and science.
exclude	The club decided to exclude members who did not pay.
exhausting	That was an exhausting day of work in the heat.
exhibit	The museum will exhibit paintings from around the world.
exhibition	The art exhibition displayed works from hundreds of different artists.
expedition	The arctic expedition lasted for six months in the snow.
expertise	Her expertise in medicine comes from years of study.
explicit	The teacher was explicit about the rules for homework.
exposure	Exposure to sunlight helps plants grow faster and stronger.
exterior	The house's exterior was painted a bright shade of blue.
extinct	Dinosaurs have been extinct for millions of years now.
extract	The dentist will extract the damaged tooth next week.
faithful	His faithful dog stayed by his side every single day.
farther	The store is much farther than I expected to walk.
fasten	Fasten your seatbelt before the car starts moving forward.
fiber	Vegetables contain lots of fiber which helps digestion well.
fierce	The fierce dog barked loudly at the delivery person.
findings	The findings of the research show surprising results here.
flaw	Every jewel has a tiny flaw if you look hard.
flee, fled	The refugees had to flee their home to survive.
fluent	She is fluent in four different languages from childhood.
fluid	Pour the fluid slowly into the container to avoid spill.
fossil	Scientists found a fossil of an ancient sea creature.
fragile	The fragile glass vase broke when dropped on floor.
frequency	The frequency of earthquakes increased in recent years here.
frequent	He makes frequent trips to the city for work.
fury	Her fury at the injustice was impossible to hide.
garlic	The recipe calls for fresh garlic and onion today.
govern	Democratic governments govern with the consent of people.
gradually	The weather warmed gradually as spring moved toward summer.
grain	A grain of sand is extremely tiny but can scratch.
grapes	Grapes grow on vines in vineyards around the world.
grateful	I am grateful for your help during that difficult time.
grave	His ancestor's grave is marked by an old stone monument.
grocery	I bought milk and bread at the grocery store.
guidance	The teacher provided guidance to help students succeed well.
handful	She ate a handful of almonds for her morning snack.
handicap	His physical handicap did not prevent him from achieving goals.
harass	The bully would harass other students in the hallways.
harmful	Smoking is harmful to your health and the environment.
herb	Basil is a popular herb used in many recipes.
heroine	The heroine of the story saved her entire village.
hesitate	Do not hesitate to ask for help when needed.
housemaid	The housemaid cleaned all rooms in the large house.
humble	He remained humble despite winning many awards and honors.
hypothesis	The scientist tested her hypothesis about plant growth here.
identical	The two twins look absolutely identical to everyone.
identically	Both solutions are identically formatted and organized perfectly.
idolize	Fans idolize their favorite celebrity actors and athletes.
illustrate	The example helps illustrate the concept in a clear way.
imitation	That purse is an imitation of the expensive designer brand.
