8th - eighth	The eighth grade class was full of energetic students.
9th - ninth	She finished ninth in the long marathon race.
above	The helicopter flew above the clouds toward the city.
academic	His academic performance improved significantly after studying harder.
actor	The actor improvised a dramatic monologue for three minutes.
address	She wrote her address carefully on the envelope.
afraid	She was very afraid of the dark when alone.
after all	After all, we have worked too hard to give up.
agenda	The meeting agenda included five important topics to discuss.
aggressive	His aggressive behavior scared all the other children.
ahead of	She finished the whole project ahead of schedule.
airplane	The airplane's engines roared as it prepared for takeoff.
alien	The immigration officer checked the alien's work visa carefully.
alive	The bird was still alive after the accident.
allergic	My brother is allergic to peanuts and tree nuts.
along	They walked along the shoreline where waves crashed continuously.
along with	She ordered pizza and also a green salad.
although	Even though it was raining, we went to the park.
architect	The architect designed a very beautiful building downtown.
artist	The artist sculpted a beautiful figure from marble.
as if	He acted as though he didn't hear her.
as long as	You can stay as long as you want.
as soon as	Call me the moment you arrive home.
as well as	She speaks French fluently as well as German.
asked for	He requested a promotion at work.
astronomy	Astronomers study stars and planets.
at last	We finally reached our destination after hours of driving.
authentic	This recipe produces genuine Italian pasta, not the boxed kind.
background	She has extensive experience in engineering and computer science.
band	The rock band played all night at the concert.
base	The military base housed tanks and barracks.
based on	The novel is adapted from a true story.
bath	She took a warm bath before going to bed.
beach	They spent the day swimming at the sandy shore.
beast	The wild animal snarled and lunged forward.
beauty	The sunset's magnificence left her speechless.
bedroom	My bedroom has a large window overlooking the garden.
bee	A bee buzzed around the bright yellow flower.
begin/an/un	The class starts at nine in the morning.
boring	That tedious movie put me to sleep.
both... and...	She enjoys tennis and swimming every week.
bottle	He poured cold water into a plastic bottle.
bread	She baked fresh bread this morning for breakfast.
bridge	The bridge spanning the river connects the two towns.
build	The workers will construct a new house.
cable	The TV cord was damaged in the accident.
cancel	Please postpone my appointment for next Friday.
candy	The sweet was delicious.
care	She cares deeply for her entire family.
case	In this situation, you should wait longer.
casino	He lost a lot of money at the casino.
catalogue	The store's inventory includes hundreds of products.
catch, caught	He grabbed the ball with one hand.
cause	The actual reason for the accident remained unclear.
celebrate	We honored her birthday yesterday with a party.
change	The weather shifted overnight without warning.
cheap	These shoes are inexpensive and quite comfortable.
cheat	He cheated on the test yesterday at school.
chemical	Chemical reactions happen in the laboratory quite frequently.
choose	You can select any color you want.
chronic	He suffers from persistent back pain.
circle	The children formed a circle on the floor.
clock	The wall clock shows three o'clock right now.
cloud	A dark cloud appeared in the blue sky.
collect	She collects rare stamps from around the world.
comic	The comedian made everyone laugh very hard.
connect	These cables link directly to your computer.
container	The large container held several glass bottles.
conversation	We had a long discussion about life.
copy	Please duplicate this document before noon.
correct	Your answer is right on this test.
country	She moved to a new nation last year.
couple	The pair got married last month.
coupon	I found a discount voucher for fifty percent off.
cousin	My cousin lives in another city far away.
cow	The cow ate grass in the green field.
crash	The car collision happened on the main highway.
create	The artist makes beautiful sculptures from stone.
criteria	These standards are very strict.
cross	She traversed the street very carefully in the rain.
