priest	The priest performed the wedding ceremony in the old stone church.
prime	The prime reason for the meeting was to discuss the budget cuts.
primitive	Primitive humans hunted animals with simple stone tools and spears.
propaganda	The company's advertisements were pure propaganda that exaggerated the product's benefits.
proper	Wearing proper business attire is expected at the job interview.
properly	You must properly wash your hands before cooking or eating.
prove	The scientist proved his theory was correct through careful experiments.
provide	Parents must provide for their children by working hard.
publish	The author published her novel after working on it for five years.
purchase	I purchased a new laptop computer for work yesterday.
quite	The beach was quite crowded during the summer vacation period.
quote	She began her essay with a famous quote from a poet.
race	The runners prepared for the race by stretching and warming up.
raid	The children conducted a raid on the kitchen cookies while parents slept.
rainfall	The rainfall last week was heavy enough to cause some flooding.
rainstorm	A sudden rainstorm forced us to cancel the outdoor picnic.
randomly	The teacher randomly selected students to answer questions in class.
range	The school offers a wide range of sports and club activities.
rank	She earned the rank of captain after serving in the military.
rapid	The river had rapid currents that made crossing very dangerous.
rather than	I prefer tea rather than coffee in the morning.
rational	His rational approach to the problem helped solve it quickly.
ray	A ray of sunlight streamed through the window into the room.
reader	The reader finished the book in just two days.
rebel	The rebel refused to follow the strict rules of his boarding school.
reborn	After recovery, he felt reborn with a new zest for life.
recordings	The recordings of the concert were released as an album.
recycle	We recycle paper, plastic, and glass to protect the environment.
recycling	Recycling helps reduce waste and conserve natural resources.
redhead	The redhead stood out in the crowd with her bright red hair.
reduce	We need to reduce spending this year by cutting unnecessary costs.
reform	The new education reform changed how schools teach mathematics.
regret	I regret not calling my grandmother before she moved away.
regularly	She regularly exercises three times per week at the gym.
relations	The business relations between the two companies are improving.
reorganize	We reorganized the files to make them easier to find.
replacement	His replacement started work on Monday at the company.
replica	The museum displayed a replica of the ancient Greek statue.
reply	She replied to his email within an hour of receiving it.
resource	Water is our most important natural resource for survival.
rest	After the long trip, she needed rest to recover.
retroactive	The pay raise was retroactive to January of this year.
rhythm	The music had a strong rhythm that made people dance.
rough	The rough surface of the stone hurt his skin.
ruin	Poor decisions ruined his chances of getting a good job.
sacrifice	Parents sacrifice their time and money for their children.
savanna	Many wild animals live in the African savanna.
seafood	She ordered seafood at the restaurant because she loves fish.
seeds	Farmers plant seeds in spring to grow crops.
seek	The police seek information about the missing person.
segment	The final segment of the show featured surprising interviews with the winners.
select	Students select which classes they want to take next year.
selective	He is selective about which movies he watches.
self-confidence	Her self-confidence grew as she practiced the piano.
separately	The boys and girls ate lunch separately in different areas.
separation	The separation of the two groups made them feel unhappy.
several	Several birds built nests in the old oak tree this spring.
share	He owns a share of the company worth one million dollars.
shelf (shelves)	The shelf in the kitchen held many plates and dishes.
shift	She works the night shift at the hospital.
side effect	The medicine helped his illness but had bad side effects.
sight	His sight improved greatly after doctors performed surgery on his damaged eye.
significantly	The temperature rose significantly during the summer months.
silently	The cat silently crept through the dark room.
slavery	Slavery was abolished in the United States in eighteen sixty-five.
so long as	You can stay here so long as you follow the rules.
sound	The sound of the alarm woke everyone in the building.
speaker	The speaker at the conference was a famous scientist.
spice	She added spice to the soup to make it taste better.
spot	There was a spot of dirt on his white shirt.
spread	The fire spread quickly through the old wooden building.
stadium	Thousands of fans filled the stadium to watch the game.
stamina	Long-distance runners need great stamina to finish the race.
statement	The company's statement addressed customer complaints about the late deliveries.
stock	The store keeps a large stock of winter clothing.
storage	We need more storage space for all these boxes.
study	His study showed that exercise improves mental health.
subject	The subject of today's lesson is ancient Egyptian history.
sundown	We must return before sundown or we will be trapped.
surface	The surface of the lake was smooth and calm.
