8th - eighth	He finished eighth in a race where seven runners crossed before him.
9th - ninth	She finished ninth in a race where eight runners crossed before her.
above	The helicopter flew above the clouds toward the city.
academic	His academic performance improved significantly after studying harder.
actor	The actor improvised a dramatic monologue for three minutes.
address	She wrote her address carefully on the envelope.
afraid	She was so afraid of the dark that she slept with a light on.
after all	After all, we have worked too hard to give up.
agenda	The meeting agenda included five important topics to discuss.
aggressive	His aggressive behavior scared all the other children.
ahead of	She finished the whole project ahead of schedule.
airplane	The airplane's engines roared as it prepared for takeoff.
alien	The immigration officer checked the alien's work visa carefully.
alive	The bird was still alive after the accident.
allergic	My brother is allergic to peanuts and tree nuts.
along	They walked along the shoreline where waves crashed continuously.
along with	She ordered pizza along with a green salad.
although	Although it was raining, we went to the park.
architect	The architect designed a very beautiful building downtown.
artist	The artist sculpted a beautiful figure from marble.
as if	He acted as if he didn't hear her.
as long as	You can stay as long as you want.
as soon as	Call me as soon as you arrive home.
as well as	She speaks French fluently as well as German.
asked for	He asked for a promotion at his job.
astronomy	She loves astronomy and spends clear nights watching the stars and planets.
at last	At last, the exhausted hikers reached the top of the mountain.
authentic	This is authentic Italian pasta, not cheap imitation.
background	Her background is in engineering and computer design.
band	The rock band played all night at the concert.
base	The old military base has several large buildings and an airfield nearby.
based on	The movie is based on a true story.
bath	She took a warm bath before going to bed.
beach	They spent the entire day swimming and building sandcastles at the beach.
beast	The wild beast roamed through the dark forest.
beauty	The beauty of the sunset took her breath away.
bedroom	My bedroom has a comfortable bed and a large window nearby.
bee	A bee buzzed around the bright yellow flower.
begin/an/un	The class begins at nine in the morning.
boring	That movie was so boring I fell asleep.
both... and...	She enjoys both tennis and swimming every week.
bottle	He poured cold water into a plastic bottle.
bread	She baked fresh bread this morning for breakfast.
bridge	The bridge spanning the river connects the two towns.
build	Her build is athletic, with broad shoulders and strong legs.
cable	The TV cable was damaged in the accident.
cancel	Please cancel my appointment for next Friday afternoon.
candy	The child unwrapped a piece of candy from its colorful wrapper.
care	She cares deeply for her entire family, especially her aging grandparents.
case	She packed her sunglasses into a hard plastic case.
casino	He lost a lot of money at the casino.
catalogue	The store's catalogue has hundreds of different products.
catch, caught	He caught the ball easily with one hand.
cause	She raises money every year for a cause that helps homeless children.
celebrate	We celebrated her birthday yesterday with a party.
change	The weather changed overnight, turning sunny skies into heavy rain.
cheap	The shoes were so cheap that she bought three pairs at once.
cheat	He cheated during the board game and refused to admit it.
chemical	Chemical reactions happen in the laboratory quite frequently.
choose	You can choose any color you want here.
chronic	He has chronic back pain from an injury.
circle	The hawk circled slowly above the field searching for prey.
clock	The wall clock shows three o'clock right now.
cloud	A dark cloud appeared in the blue sky.
collect	She collects rare stamps from around the world.
comic	The comic actor made silly faces to amuse the young children.
connect	These cables connect directly to your main computer.
container	The large plastic container held several bottles of cold water.
conversation	We had a long conversation about life yesterday.
copy	Please copy this document for me before noon.
correct	The teacher asked him to correct the spelling errors carefully.
country	She moved to a new country last year.
couple	The happy couple got married in a small garden ceremony.
coupon	I found a coupon for fifty percent off.
cousin	My cousin lives in another city far away.
cow	The cow ate grass in the green field.
crash	The car crash happened on the main highway.
create	The artist creates beautiful sculptures from white stone.
criteria	The scholarship criteria require excellent grades and volunteer experience.
cross	She crossed the street very carefully in the rain.
