assist	She asked me to assist with her homework.
association	The smell of cookies created a strong association with childhood memories.
athlete	The athlete trained hard for the Olympic competition.
attach	She attached a photo to the email message.
attempt	He made one last attempt to climb the mountain.
attract	The new store attracted many customers on opening day.
attraction	The amusement park's biggest attraction is the roller coaster.
autograph	The celebrity signed an autograph for the fan.
autumn	In autumn, the leaves change to gold and red.
average	His height was exactly average, neither the tallest nor the shortest boy.
awkward	His awkward dance moves made the whole party laugh.
baggage	She packed her baggage before the airplane trip.
baker	The baker made fresh bread every single morning.
bald	His grandfather became completely bald in his seventies.
ban	The government banned plastic bags throughout the country.
barrier	A high barrier separated the two different areas.
bass	The bass line gave the rock song depth.
behave	The children should always behave well in class.
beside	She sat beside me on the crowded bus.
blade	The sharp blade cut through the thin paper.
blank	I stared at the blank wall for hours.
blend	You should blend the sugar and butter together.
boil	You must boil the water before adding pasta.
bond	A strong bond connects the close family members.
boost	The new program will boost our company sales.
boot	He wore a leather boot on his foot.
bore	That story about rocks bored me to death.
bounce	The rubber ball bounced off the brick wall.
branch	An apple hung from the old tree branch.
brick	The old wall is made of red brick.
budget	She carefully budgets her money for weekly groceries.
bully	The class bully always took the smaller kids' lunch money.
bury	They buried the golden treasure in the ground.
bush	A large green bush grew near the fence.
cabin	They stayed in a cabin by the lake.
cage	The bright bird sang from inside its cage.
camel	A large camel carried supplies across the desert.
cargo	The ship carried valuable cargo across the ocean.
carpet	A soft red carpet covered the whole floor.
cashier	The friendly cashier scanned my items at checkout.
cathedral	The cathedral contains beautiful and colorful stained glass.
cereal	I eat cereal with cold milk for breakfast.
charity	She donated money to charity every single year.
charm	Despite saying very little, his natural charm made everyone like him instantly.
chart	The monthly sales chart showed strong profit growth.
cheerful	She had a cheerful attitude every single morning.
citizen	Every citizen must obey the traffic laws in this city.
cliff	The brave hiker stood at the cliff's edge.
climate	The tropical climate is very hot and humid.
column	The numbers are all arranged in neat columns.
comfort	This large soft armchair provides comfort and warmth.
commercial	She works in the commercial real estate business.
commit	He committed a serious crime against the law.
compare	The teacher asked students to compare paintings carefully.
complain	She complained about the poor service at work.
concentrate	He concentrated very hard while solving the tricky puzzle.
confident	She felt very confident before the big presentation.
conservative	She made a conservative estimate of how much the trip would cost.
conspiracy	The office conspiracy involved three employees secretly stealing supplies.
constant	The constant noise kept me awake all night.
constantly	He is constantly checking his phone every minute.
consult	She consulted an experienced lawyer about the contract.
contain	The wooden box contained dozens of old handwritten letters.
continent	Africa is known as the hottest continent on Earth.
conventional	The couple chose a very conventional wedding ceremony.
convert	The factory converted old newspapers into recycled paper products.
cooperation	Cooperation between the two neighbors helped finish the fence quickly.
corrupt	The corrupt manager secretly accepted bribes from several suppliers.
cotton	The shirt is made of soft cotton material.
cough	She had a really bad cough all week.
craft	The craft of woodworking takes years to master.
crisis	The country is facing a serious economic crisis.
critic	The film critic gave the movie five stars.
crown	The queen proudly wore her golden royal crown.
cruel	It was absolutely cruel to laugh at him.
cult	The secretive cult isolated its members from friends and family.
curiosity	Her natural curiosity led her to ask questions.
curtain	She drew the curtain to block the light.
curve	The mountain road follows a sharp curve here.
deaf	He is deaf and communicates through sign language.
