surpass	Her paintings surpass everything we have seen before.
swept away	The strong current swept away the small boat.
sympathetic	Her sympathetic colleague offered genuine support during the crisis.
tainted	The water supply was tainted with dangerous bacteria.
testimony	His testimony in court proved the defendant was guilty.
thrive	Tropical plants thrive in warm and humid environments.
timber	The old cabin was built from heavy timber beams.
timid	The timid child refused to speak in front of the class.
tremendous	The explosion caused tremendous damage to the neighborhood.
twig	A small twig fell from the tree onto the ground.
undergo	She underwent major surgery at the hospital last month.
undermine	Constant criticism can slowly undermine a person's confidence.
undertake	They undertook a difficult project to rebuild the bridge.
unearth	Archaeologists unearthed ancient pottery at the dig site.
unfold	The story unfolds as the detective discovers new clues.
unparalleled	Her talent for music is unparalleled in our generation.
upbringing	His strict upbringing shaped his very disciplined personality.
uprising	The citizens staged an uprising against the oppressive government.
vagueness	The vagueness in his written instructions confused everyone.
vain	All their efforts were in vain when the project was cancelled.
venture	Starting a business is a risky venture that requires planning.
verse	He recited the first verse of the poem beautifully.
vessel	The large vessel sailed slowly across the ocean.
viable	The new plan is viable and should succeed.
virtue	Honesty is considered a great virtue in many cultures.
vivid	She wore a vivid red dress to the party.
vowel	The letter 'a' is a vowel in the English alphabet.
ward	She worked as a nurse in the pediatric ward.
wart	He had a wart removed from his hand.
whereas	John loves coffee, whereas his brother prefers tea.
wholesale	We buy our supplies wholesale to save money.
wickedly	He grinned wickedly when he told the joke.
wilderness	The hikers ventured into the wilderness for two weeks.
wind	She winds the rope tightly around the post.
wound	She wound the package tightly with strong rope.
yield	The general refused to yield to the enemy.
abacus	The child learned to count using an abacus.
abhor	Most people abhor both violence and senseless cruelty.
abide	All students must abide by the school rules.
abrupt	The movie ended with a rather abrupt cliffhanger.
abstain	He decided to abstain from eating meat on Fridays.
acclaim	Critics acclaimed the new film as a masterpiece.
accomplices	The two accomplices were arrested by the police.
accomplished	She is an accomplished pianist who performs internationally.
adhesive	We used strong adhesive to repair the broken vase.
adorn	Colorful flowers adorned the entire wedding venue beautifully.
advent	The advent of modern technology changed absolutely everything.
adverse	Adverse weather conditions significantly delayed the scheduled flight.
affinity	She felt a real affinity with other musicians.
affluence	He lived in affluence after inheriting his family's fortune.
affluent	The affluent neighborhood was filled with large mansions.
agitate	Don't agitate the solution or it will become unstable.
agonize	She agonized over the difficult decision for weeks.
albeit	The movie was long, albeit entertaining and informative.
alleviate	This medicine will alleviate your bad headache quickly.
allure	The city's allure lies in its history and culture.
allusion	The poem contains an allusion to Greek mythology.
alternately	They alternately played and rested during the match.
amass	He managed to amass a large collection of rare books.
ancestry	Her ancestry traces back many generations to Scotland.
antler	The young deer's antlers were covered in velvet.
appease	He gave her flowers to appease her anger.
appraise	The jeweler appraised the diamond at ten thousand dollars.
arable	The arable land was perfect for growing crops.
articulate	She articulated her ideas clearly in the presentation.
ascertain	The police worked hard to ascertain the truth.
aspiration	His aspiration is to become a doctor someday.
aspire	She aspires to win an Olympic gold medal.
astonishment	The magic trick filled the audience with astonishment.
astound	The surprising news astounded everyone in the room.
atrocity	The terrible war crimes were considered atrocities.
attire	She wore formal attire to the fancy dinner.
avert	He quickly averted his eyes from the screen.
baffled	The baffled student couldn't solve the math problem.
bashful	The bashful actor blushed deeply when being praised.
benefactors	The charity thanked its benefactors for their donations.
bland	The hospital food was very bland and unappetizing.
bleak	The winter landscape looked quite bleak without snow.
bolster	Good news will surely bolster their confidence today.
cadaver	The anatomy students carefully studied the human cadaver.
