steady	The heartbeat remained steady throughout the surgery.
steam	Steam rose from the hot cup of tea.
strengthen	Regular exercise will strengthen your muscles over time.
strike	Lightning can strike at any moment during storms.
stun	The loud noise seemed to stun everyone briefly.
subjective	Whether a movie is good remains entirely subjective.
summary	The summary provided a quick overview of events.
superior	The eagle soared from its superior position above.
surveillance	The store installed surveillance cameras for security purposes.
suspense	The suspense in the film kept us alert.
sweep	She began to sweep the kitchen floor daily.
temple	Thousands gathered to pray inside the ancient temple.
tend	Older people tend to wake up much earlier.
tension	The tension between them grew over several months.
terminate	The company decided to terminate the entire project.
throughout	She remained calm throughout the entire difficult meeting.
thus	The test was difficult; thus, many students failed.
to begin with	To begin with, we must understand the problem.
trace	The detective found an important trace of blood outside.
transparent	The transparent glass walls allowed everyone to see outside.
trial	This recipe worked perfectly on the very first trial.
tribe	The tribe lived together in a village nearby.
trip	He began to trip over the wet floor.
unattractive	The old building was dark and quite unattractive.
unconscious	The boxer lay unconscious on the mat for minutes.
uncountable	Stars in the sky are uncountable and distant.
uncritical	His uncritical acceptance of all advice proved foolish.
underneath	The ball rolled underneath the table during play.
unexplored	Many unexplored caves exist deep beneath the mountains.
unfamiliar	The unfamiliar language made it hard to order.
unforgettable	That unforgettable vacation was the best trip ever.
unimaginable	The scale of the disaster was simply unimaginable.
union	The workers formed a union to demand better wages.
unjust	The unjust punishment of the innocent shocked everyone.
unless	We will not leave unless you permit it.
unorthodox	His unorthodox teaching methods confused many of the students.
unwilling	She remained unwilling to forgive him for it.
upside down	The painting hung upside down in the gallery.
using up	We are using up all of our money.
variable	The weather in spring can be quite variable.
vertical	The vertical lines on the wall make it tall.
viewer	The viewer must watch the entire film here.
visualize	Try to visualize a peaceful beach when stressed.
vocal	The vocal cords in your throat produce sound.
volcanic	The volcanic eruption destroyed much of the area.
volume	The volume of water in the pool decreased.
vulnerable	Newborn babies are vulnerable and need constant care.
withdraw	The general ordered troops to withdraw from battle.
worthy	Only the most worthy candidates will get scholarships.
yet	The exam was difficult, yet she managed to pass.
accelerate	The car began to accelerate down the highway.
acceptance	His quick acceptance of the job came easily.
accessible	The museum is easily accessible by public transportation.
accuracy	The accuracy of the measurement was very important.
accusation	The accusation of theft was very serious and shocking.
adopt	Many families choose to adopt children from overseas.
adore	My daughter absolutely adores spending time with her.
adulthood	She reached adulthood and moved away from home.
advisor	The financial advisor helped him plan for retirement.
affair	The political affair shocked the entire nation and caused outrage.
agony	He suffered in terrible agony from the wound.
align	Please align the pictures in a straight line.
alongside	The new building was constructed alongside the old.
altogether	Altogether, we spent five thousand dollars on vacation.
amusement	The amusement park attracted thousands of visitors daily.
anchor	The ship dropped its anchor to stay safe.
anticipation	Children waited in anticipation for the birthday celebration.
antique	The antique vase was worth thousands of dollars.
apathetic	He seemed apathetic about the final exam results.
applicant	Every applicant must complete the application form carefully.
artifact	The archaeologist discovered an ancient artifact in ruins.
aspect	One important aspect was missing from the plan.
assassination	The assassination of the leader shocked the nation.
asset	The company's greatest asset was its talented staff.
assign	The teacher will assign homework every single day.
authorize	Only the top manager can authorize such purchases.
availability	The availability of parking spaces was quite limited.
await	We will await your response at the office.
awareness	Awareness of environmental issues has grown quite a bit.
bandage	Put a bandage on the cut to stop bleeding.
