infiltrate	OK
inflate	OK
inhabitants	OK
inherit	OK
inn	OK
innovate	OK
intact	OK
intersection	OK
intervention	OK
intimidate	OK
irresistible	OK
isle	OK
ivory	OK
janitor	OK
kettle	OK
laid	OK
lean	OK
lie, lay	OK
likewise	OK
limb	OK
literary	OK
lurking	OK
magnitude	OK
mammal	OK
manuscript	OK
marble	OK
martial	OK
massacre	OK
mastery	OK
match	OK
maturity	OK
mechanize	OK
medieval	OK
merely	OK
merger	OK
merit	OK
mild	OK
mimic	OK
miserable	OK
misty	OK
mock	OK
moderate	FIX	The weather today is moderate and pleasant for a walk.	Uses wrong sense; should demonstrate adjective form (מתון = mild) not verb form (to lead discussion)
modest	OK
moist	OK
mole	OK
moreover	OK
mortality	OK
mourning	OK
mutually	OK
naval	OK
neglect	OK
neither... nor...	OK
nevertheless	OK
newscaster	OK
nobility	OK
notion	OK
numb	OK
numerous	OK
nursery	OK
nutrition	OK
oath	OK
obey	OK
obstacle	OK
occupy	FIX	The puzzle occupied her mind for several hours that afternoon.	Uses wrong sense; should demonstrate verb form (להעסיק = to keep busy) not (to seize territory)
occurrence	OK
odor	OK
offshore	OK
oriented	OK
ornament	OK
outbreak	OK
outline	OK
oversee	OK
overtake	OK
pace	OK
paddle	OK
pedestrian	OK
perception	OK
persist	OK
persuade	OK
pest	OK
