period	A hockey period lasts twenty minutes of actual game play.
permanent	He got a permanent tattoo on his arm that would never fade.
permission	You need permission from your parents to stay out late.
personality	Her bubbly personality made her popular with everyone at work.
piece	She performed a beautiful piano piece at the concert.
pipe	Water flows through the metal pipe under the street.
plant	The green plant on her desk needed water every other day.
plate	She placed the clean plate back in the cupboard.
pleasure	Reading a good book brings him great pleasure and joy.
polite	It is polite to say thank you when someone helps you.
position	She adjusted her position on the chair to be more comfortable.
pot	I boil water in a large pot before cooking the pasta.
practice	She practices the piano for one hour every single day.
precious	This precious diamond was passed down from my grandmother.
pregnant	She was pregnant and due to give birth next month.
prevent	Wearing a seatbelt can prevent serious injury in a car crash.
previous	His previous job was at a bank downtown.
pride	He took pride in his work and always did it well.
priority	Your health should be your top priority in life.
prison	The criminal was sent to prison for five years.
prize	She won first prize in the science competition.
process	It takes time to process all the information you receive.
product	The company tested their new product for quality issues.
profit	The company made a large profit from selling those products.
progress	She was making progress in her English class every week.
project	Their engineering project to build a bridge took three years.
proof	Do you have proof that he stole the money?
protest	Thousands of people gathered to protest the new law.
public	The public library is free for all city residents.
pump	The heart pumps blood throughout your entire body.
punish	Teachers must punish students who break the school rules.
pure	This is pure orange juice with no added sugar.
purpose	The purpose of school is to prepare you for life.
quarter	A quarter is twenty-five cents in American money.
rage	His rage was so intense he threw things across the room.
raise	They raise the flag at the beginning of school.
react	How did your family react when you told them the news?
reaction	His reaction to the surprise was complete shock and joy.
realize	I realized that I had forgotten my keys at home.
recent	The recent earthquake caused damage to several buildings.
recently	I recently moved to a new apartment across town.
recognize	I recognize that woman from my chemistry class last year.
recommend	I recommend this restaurant because the food is excellent.
register	You must register for the class before the deadline.
release	They will release the new movie next Friday night.
religion	People of different religions celebrate different holidays and customs.
religious	My grandmother is a very religious person who prays daily.
remote	They live in a remote village without electricity or roads.
repair	We need to repair the broken window before winter.
replace	Can you replace these old batteries with new ones?
reporter	The reporter asked the politician many difficult questions.
represent	She represents our country in the international swimming competition.
request	The teacher requested that all students submit their homework.
rescue	The firefighters rescued the cat from the tall tree.
research	Scientists conduct research to find new cures for diseases.
review	She wrote a harsh review of the new film.
reward	As a reward for good behavior, the class got free time.
ridiculous	That idea is ridiculous and nobody would ever believe it.
rise	The sun rises in the east every single morning.
route	This is the fastest route to get to the airport.
safety	Wearing a helmet is important for your safety on a bike.
salary	His salary increased after he got promoted to manager.
sample	The scientist took a sample of the water for testing.
scare	The loud noise scared the children and made them cry.
schedule	What is your work schedule for the entire week?
screen	Security screened all bags before passengers entered the building.
script	The actor memorized the script before filming started.
seat	I found an empty seat on the train and sat down.
section	The children's section of the library has colorful pictures.
senior	The senior students get to leave school a half hour early.
sensitive	Her sensitive skin reacts badly to most harsh chemicals.
sentence	Please read the sentence aloud and tell me what it means.
shadow	The tree shadow covered the entire yard on sunny days.
shave	He shaves every morning before going to work.
ship	We will ship your package tomorrow morning by courier.
shy	The shy child hid behind her mother when strangers came.
signal	The red light is a signal that you must stop.
signature	Please write your signature at the bottom of the form.
similar	The two houses are very similar in color and size.
simply	She simply smiled and walked out of the room.
