pay	OK
peace	OK
people	OK
perfect	FIX	She practiced for weeks to perfect every technical detail in her performance.	Swap test: "improve" fits equally; needs context where "perfect" is necessary
perhaps	FIX	Perhaps I left my keys in the car, but I cannot be sure.	Swap test: "maybe" or "possibly" fit the same way
person	FIX	The tall person wearing a red jacket helped me find the subway station.	Swap test: "individual" fits equally; needs identifying detail that requires "person"
personal	FIX	She spoke about her personal experiences growing up in a refugee camp.	Swap test: "private" fits equally; "personal" must show individual ownership, not just privacy
picture	FIX	She drew a beautiful picture of the sunset using only colored pencils.	Swap test: "photo" is a synonym; needs artistic/drawn context to distinguish
place	FIX	The quiet corner near the window is my favorite place to read and think.	Swap test: "spot" or "location" fit; needs specific qualities that require "place"
plan	FIX	We plan to drive across the country and camp at national parks for six weeks.	Swap test: "intend" or "aim" fit; needs specific, detailed intention
plane	OK
play	OK
pool	OK
poor	FIX	The poor family could not afford food, rent, or medical care.	Swap test: "impoverished" fits; needs to show extreme lack, not just low income
possible	FIX	It is possible to learn a language if you study consistently for several months.	Swap test: "feasible" fits; needs to show conditions that make it possible
potato	OK
present	FIX	The students must present their science projects to the whole class today.	Swap test: "demonstrate" or "show" fit; needs context where "present" is specifically required
president	OK
printer	OK
private	FIX	His private thoughts about his family should never appear in a public diary.	Swap test: "personal" fits equally; needs to show secrecy/exclusion from others
probably	OK
problem	OK
promise	FIX	I made a promise to visit my grandmother every weekend without fail.	Swap test: "commitment" fits; needs to show a binding personal obligation
protect	FIX	Parents protect their children by teaching them to look both ways before crossing streets.	Swap test: "guard" or "defend" fit; needs specific preventive action
queen	OK
quick	FIX	He gave a quick reply to each question, answering in just one or two words.	Swap test: "fast" fits equally; needs to show that speed is the defining characteristic
quiet	FIX	The quiet classroom allowed students to concentrate without any distraction whatsoever.	Swap test: "silent" fits; needs to emphasize peaceful conditions for concentration
rain	OK
reason	FIX	The main reason she quit her job was that her boss never respected her ideas.	Swap test: "cause" fits; needs to show underlying motivation/logic
record	FIX	The company keeps a record of every employee's work hours and vacation days.	Swap test: "file" or "document" fit; needs specific documented information purpose
relationship	FIX	Their relationship grew stronger after they spent more time talking and listening to each other.	Swap test: "connection" fits; needs to show how it develops
relax	FIX	I relax by turning off my phone and lying in the garden with a book.	Swap test: "unwind" fits; needs specific calming activity
report	FIX	You must report any safety hazards to your supervisor immediately.	Swap test: "notify" or "inform" fit; needs mandatory disclosure context
respect	FIX	The team respects their coach because he admits his mistakes and learns from them.	Swap test: "admire" fits; needs to show why respect is earned
restaurant	OK
rice	OK
rich	FIX	The rich businessman donated half his fortune to build schools for poor children.	Swap test: "wealthy" fits; needs to show wealth enabling large-scale action
ride	OK
right	OK
ring	FIX	She twisted the silver ring around her finger while she waited nervously.	Swap test: "band" fits equally; needs to show it as a distinct object/detail
road	FIX	The mountain road twisted and turned so steeply that driving it made my hands shake.	Swap test: "path" or "route" fit; needs specific challenging characteristics
run, ran	OK
safe	FIX	The safe harbor protected ships from dangerous storms and strong waves.	Swap test: "secure" fits equally; needs specific sheltering context
salt	OK
