dispatch	OK
displacement	OK
disprove	OK
dispute	OK
disruption	OK
dissection	OK
divert	OK
draw	OK
drought	OK
durable	OK
dwell	OK
dwelling	OK
eel	OK
elaborate	OK
elusive	OK
emergence	OK
emission	OK
emit	OK
emulate	OK
enlist	OK
envision	OK
equates	OK
erroneous	OK
erupt	OK
essence	OK
esteemed	OK
evade	OK
eventual	OK
exceed	OK
excel	OK
excessively	OK
expectancy	OK
expendable	OK
expenditure	OK
exploitation	OK
extortion	OK
familiarize	OK
famine	OK
fascinate	OK
fast	OK
fertile	OK
flatter	OK
flight	OK
flock	OK
flourish	OK
fluency	OK
fond	OK
forfeit	OK
fortify	OK
foster	OK
friction	OK
fugitive	OK
garment	OK
glimpse	OK
glorify	OK
gracious	OK
gradual	OK
grim	OK
groom	OK
harvest	OK
hasten	FIX	נאלצנו להחיש את יציאתנו בשל מזג האוויר.
hasty	OK
haul	OK
hazard	OK
hectic	OK
heir	OK
humility	OK
hypocrisy	OK
i.e.	OK
illicit	OK
illiterate	OK
illuminate	OK
immense	OK
impair	OK
impartial	OK
in due time	OK
in order	OK
incentive	OK
incomprehensible	OK
incorporate	OK
</content>
