star	הבחנו בכוכב בהיר שהבהב בשמי הלילה.
start	נתחיל את הפגישה בתשע בבוקר מחר.
station	רכבות מגיעות לתחנה המרכזית כל שלושים דקות.
step	הוא צעד צעד זהיר לעבר קצה הצוק.
still	היא עדיין מחכה לחדשות על בקשת העבודה שלה.
store	קנינו מצרכים בחנות ליד הדירה שלנו.
strange	ההתנהגות המוזרה שלו גרמה לכולם לתהות מה קורה.
strong	יש לה זרועות חזקות בזכות שנים של אימוני שחייה.
studio	האמנית עבדה בסטודיו הקטן שלה כל הבוקר.
stupid	היה טיפשי לצאת בלי לבדוק את תחזית מזג האוויר.
suddenly	לפתע, האורות כבו בכל השכונה.
sugar	הוסיפי כוס סוכר אחת לתערובת העוגה עכשיו.
summer	אנחנו תמיד מבקרים את הסבים שלנו בחופשת הקיץ.
support	המשפחה שלה נתנה לה תמיכה כשהיא נתקלה בקשיים.
surprise	הביקור המפתיע שלו שימח את כולם במסיבה.
sweet	הטעם המתוק של הדבש אהוב על ילדים.
system	המערכת החדשה הקלה על מציאת מסמכים.
taste	אתה מרגיש את טעם המלח במרק הזה?
team	הצוות שלנו ניצח בטורניר הכדורסל בשבת שעברה.
teeth, tooth	היא צחצחה שיניים לפני שהלכה לישון.
than	הספר הזה מעניין יותר מהקודם.
thank	כדאי שתודה לאמא שלך על העזרה.
thanks to	תודות לעזרה שלו, סיימנו את הפרויקט בזמן.
that	אני יודע שתצליח להשיג את המטרות שלך.
theater	ראינו מחזה מעניין בתיאטרון במרכז העיר.
then	קודם למדנו, ואז הלכנו לפארק.
theory	מדענים פיתחו תיאוריה חדשה כדי להסביר איך היקום התחיל.
there	חיפשנו בכל הבית, אבל החתול לא היה שם.
thousand	בעיר יש יותר מאלף סוגים שונים של מסעדות.
through	הלכנו דרך הפארק בדרך הביתה.
ticket	קניתי כרטיס להופעה בחודש הבא.
time	באיזו שעה מתחילה הפגישה מחר בבוקר?
together with	יחד עם החברים שלי, הלכתי לחוף הים.
too	אני יכול לבוא גם למסיבה הערב?
touch	בבקשה אל תיגע בציור הזה במוזיאון.
trust	היא בוטחת בחברה הכי טובה שלה ומשתפת אותה בכל הסודות שלה.
truth	האמת על מה שקרה יצאה לבסוף לאור.
turn	בבקשה פנה שמאלה בפינה שלפני החנות.
under	החתול מתחבא מתחת לשולחן ברגע זה.
understand	אתה מבין מה המורה הסביר היום?
until	חיכינו בחוץ עד שהחנות נפתחה הבוקר.
until now	עד עתה, אף אחד לא מצא את האוצר האבוד.
up	הבלון עלה למעלה השמימה מהר מאוד.
usually	היא בדרך כלל שותה קפה בבוקר לפני העבודה.
village	בכפר הקטן יש רק בית ספר אחד ושוק קטן.
visit	בואו נבקר במוזיאון במרכז העיר בסוף השבוע הקרוב.
voice	הקול שלו נשמע מוזר ולא מוכר לכולם.
wait	אתה יכול לחכות לי כאן בזמן שאני בודק?
wall	הקיר בין שני הבתים היה עשוי לבנים.
want	אתה רוצה להצטרף אלינו לארוחת צהריים היום?
war	המלחמה בין שתי המדינות נמשכה כמה שנים.
watch	תסתכל על הכביש בזהירות רבה בזמן שאתה נוהג.
way	אני מכיר את הדרך לתחנת הרכבת.
weekend	הם תמיד מבקרים את ההורים שלהם בסוף השבוע.
West	השמש שוקעת במערב בכל ערב.
what	באיזו שעה אנחנו צריכים לצאת מחר בבוקר?
when	כשהגשם יתחיל, ניכנס פנימה.
where	איפה כדאי לי לשים את המעיל והתיק?
which	איזה ספר תרצה לקרוא הערב?
who	מי אחראי לניקיון אחרי ארוחת הערב?
why	מדוע החלטת להחליף עבודה?
wide	הנהר רחב מאוד בנקודה הזאת.
wife	אשתו היא רופאה בבית החולים.
win	הצוות שלנו ינצח באליפות השנה.
wine	שתינו יין נחמד עם ארוחת הערב אתמול בלילה.
winter	החורף קר ומושלג במדינות רבות.
wish	היא ביקשה משאלה לפני שכיבתה את הנרות.
with	תבוא איתי לחנות?
without	אנחנו לא יכולים להצליח בלי עבודה קשה ומסירות.
wonderful	זה היה סרט נפלא שכולם נהנו ממנו.
work	היא עובדת קשה בעבודה שלה כל יום.
worse	החורף הזה גרוע הרבה יותר מהחורף שעבר.
writer	הסופר כבר פרסם ספרים מצליחים רבים.
young	הבת הצעירה שלי רק התחילה בית ספר השנה.
zoo	הלכנו לגן החיות לראות את האריות.
10th - tenth	זו הפעם העשירית שאני מבקש בנימוס.
4th - fourth	היא סיימה במקום הרביעי במרוץ.
5th - fifth	יום ההולדת שלי הוא בחמישה ביוני.
6th - sixth	הוא גר בקומה השישית בבניין.
7th - seventh	שבת היא היום השביעי בשבוע.
