determine	מדענים יקבעו אילו חיידקים גרמו לזיהום.
differ	התאומים נראים דומים, אבל דעותיהם נבדלות זו מזו במידה רבה.
discipline	ביולוגיה היא תחום מחקר מרתק שחוקר את כל היצורים החיים.
discomfort	נעילת נעליים בשני מספרים קטנים מדי גורמת לאי-נוחות ממשית.
disguise	הגנב לבש תחפושת כדי שאף אחד לא יזהה אותו.
disloyal	חבריו הלא נאמנים נטשו אותו כשהוא איבד את העבודה.
domestic	היא עזבה את העבודה כדי להתמקד באחריות הביתית בבית.
doorstep	חבילה הושארה על מפתן הדלת הבוקר.
dozen	היא קנתה תריסר ביצים למתכון העוגה.
draft	גברים צעירים ניצבו מול הגיוס הצבאי בשנות המלחמה.
dull	הוא נראה סתום ואיטי לענות אפילו על שאלות פשוטות.
duplicate	אנא שכפל את הדוח הזה ושלח עותקים לכולם.
e.g.	פירות רבים, לדוגמה תפוחים ותפוזים, בריאים מאוד.
eccentric	הפרופסור המוזר החזיק ארבעים חתולים ולא לבש אף פעם גרביים תואמות.
educate	בתי ספר מחנכים ילדים לקריאה, כתיבה וחשבון.
elsewhere	אם המסעדה הזאת מלאה, בואו נאכל במקום אחר הערב.
embryo	עובר מתפתח בתוך גופה של האם במשך תשעה חודשים.
encounter	נתקלתי בחבר ותיק בסופרמרקט אתמול.
endanger	נהיגה פזיזה מסכנת את חייהם של כל הנוסעים בכביש.
endangered	דובי הקוטב נמצאים בסכנת הכחדה כי שינוי האקלים ממיס את הקרח שלהם.
engage	המנחה ניסה להעסיק את הקהל בשאלות.
engagement	המחויבות העמוקה שלה לפרויקט הצדקה נמשכה שנים רבות.
enjoyable	הסרט היה מהנה וצחקנו לאורכו כולו.
enormous	הפיל היה חיה עצומה ששקלה כמה טונות.
ensure	דלתות נעולות מבטיחות שאף אחד לא ייכנס בלי אישור.
enthusiastic	היא הייתה כל כך נלהבת מהפרויקט החדש שהגיעה מוקדם ונשארה עד מאוחר.
entirely	הסערה הרסה את הבית לחלוטין ולא השאירה כמעט כלום.
entitled	אזרחים ותיקים זכאים להנחות בחנויות רבות.
envelope	היא הכניסה את המכתב למעטפה לבנה בזהירות.
