dispatch	המחסן ישגר את ההזמנה שלך עד מחר.
displacement	רעידת האדמה גרמה לעקירה המונית של משפחות מבתיהן.
disprove	חוקרים פעלו כדי להפריך את המיתוס הפופולרי לגבי זיכרון דגי הזהב.
dispute	המחלוקת הארוכה בין השכנים הסתיימה סוף סוף בחודש שעבר.
disruption	השביתה גרמה לשיבוש משמעותי בשירותי התחבורה הציבורית.
dissection	תלמידי הביולוגיה ביצעו חיתוך זהיר של הצפרדע.
divert	המשטרה נאלצה להסיט את התנועה סביב זירת התאונה.
draw	משחק השחמט המכריע הסתיים בתיקו.
drought	הבצורת החמורה השאירה את החקלאים בלי מים במשך חודשים.
durable	הנעליים העמידות האלה יחזיקו מעמד שנים רבות בטיפול נכון.
dwell	סבי וסבתי מתגוררים בכפר קטן ליד החוף.
dwelling	המשכן הישן על הגבעה השתייך למשפחה.
eel	הצלופח שוחה בנהר בחיפוש אחר דגים קטנים.
elaborate	תוכל לפרט למה אתה מתכוון באמירה הזו?
elusive	הפושע נשאר חמקמק למרות חקירת המשטרה.
emergence	הופעתן של טכנולוגיות חדשות שינתה את אופן העבודה שלנו.
emission	המפעל צמצם את פליטות הפחמן שלו באמצעות ציוד משופר.
emit	הר הגעש החל לפלוט עשן ואפר מיד.
emulate	ספורטאים צעירים נוטים לחקות את השחקנים המקצועיים האהובים עליהם.
enlist	הוא החליט להתגייס לצבא לאחר סיום הלימודים.
envision	היא יכלה לחזות בבירור עתיד מזהיר לילדיה.
equates	עבור רוב האנשים, הצלחה מושווית לעבודה קשה ומסירות.
erroneous	הדוח השגוי הוביל את הצוות למסקנות שגויות.
erupt	הר הגעש יתפרץ ויהרוס את כל מה שבסביבה.
essence	מהות הידידות ביניהם הייתה אמון הדדי ויושר.
esteemed	הפרופסור המכובד זכה בפרסים בינלאומיים רבים.
evade	החשוד ניסה להתחמק ממעצר על ידי בריחה.
eventual	המטרה הסופית שלהם הייתה לפתוח מסעדה מצליחה.
exceed	מכירות החברה שלנו השנה יעלו על כל שיא קודם.
excel	היא החלה להצטיין במתמטיקה בתיכון.
excessively	הוא שתה בצורה מוגזמת ופגע קשות בבריאותו הפיזית.
expectancy	תוחלת החיים עלתה בזכות הרפואה המודרנית.
expendable	עובדים רבים הרגישו שניתן לוותר עליהם לאחר הקיצוצים בחברה.
expenditure	הממשלה קיצצה את ההוצאה הצבאית בעשרה אחוזים.
exploitation	ניצול עובדים היה נפוץ במפעלים הישנים.
extortion	הפושע דרש כסף באמצעות סחיטה ואיומים.
familiarize	היא הקדישה זמן כדי להתוודע למערכת המחשוב החדשה.
famine	הרעב הקשה הנורא השאיר מיליוני אנשים רעבים בייאוש.
fascinate	הטריקים של הקוסם תמיד מרתקים את חברי הקהל הצעירים.
fast	היא החליטה לצום לפני הבדיקה הרפואית המתוכננת שלה הבוקר.
fertile	האדמה הפורה בעמק הצמיחה יבולים מצוינים.
flatter	אל תנסה להחמיא לי במחמאות ריקות ושקריות.
flight	הבריחה שלהם מהעיר המסוכנת הצילה את חייהם.
flock	אלפי תיירים נוהרים לחופים מדי קיץ.
flourish	הפרחים מתחילים לשגשג באביב החם.
fluency	השטף שלה בשלוש שפות הרשים את כל הוועדה.
fond	היא חיבבה את שכנה הקשיש ואפתה עבורו עוגיות מדי שבוע.
forfeit	הקבוצה הפצועה נאלצה לוותר על המשחק.
fortify	הם עבדו קשה כדי לחזק את חומות העיר.
foster	המורים מטפחים יצירתיות בכל תלמידיהם הצעירים.
friction	חיכוך מתמיד בין שני המנהלים הפך את הפגישות למתוחות ולא פרודוקטיביות.
fugitive	הנמלט הסתתר ביער ימים רבים.
garment	החייט בדק כל בגד בקפידה לפני שהתאים אותו ללקוח.
glimpse	זכיתי רק להצצה חטופה של הזמר המפורסם.
glorify	הרומן נוטה להאדיר עושר ואורחות חיים מפוארים מעל לכל.
gracious	המארח החינני קיבל את פני כל האורחים בחום רב.
gradual	העלייה ההדרגתית בטמפרטורה כמעט לא הורגשה על ידי התושבים.
grim	ההבעה הקודרת של הרופא אמרה להם שהחדשות לא יהיו טובות.
groom	החתן חייך בעודו ממתין לכלתו.
harvest	קציר החיטה מילא כל אסם אחסון בחווה.
hasten	נאלצנו להחיש את יציאתנו בשל מזג האוויר.
hasty	הוא קיבל החלטה מהירה מדי בלי לבדוק קודם אף אחת מהעובדות.
haul	הם נאלצו לגרור את הקופסאות הכבדות למעלה.
hazard	הכבישים המכוסים קרח הפכו לסכנה רצינית עבור הנהגים.
hectic	לוח הזמנים הקדחתני שלה לא השאיר זמן למנוחה.
heir	יורש הון המשפחה למד משפטים.
humility	הענווה שלה הפתיעה את כולם, מכיוון שהיא מעולם לא הזכירה את הפרסים הרבים שלה.
hypocrisy	הצביעות שלו הייתה ברורה כשמעשיו סתרו את דבריו.
i.e.	היא אוהבת ביולוגיה, כלומר, חקר היצורים החיים.
illicit	הסחר האסור בבעלי חיים בסכנת הכחדה הולך וגדל.
illiterate	אנשים בורים רבים מתקשים לקרוא ולכתוב.
illuminate	פנס הרחוב החל להאיר את הדרך החשוכה.
immense	היער הכביר השתרע על פני מאות קילומטרים.
impair	התאונה עתידה לפגום ביכולתו לעבוד.
impartial	השופט חייב להישאר אובייקטיבי במהלך המשפט.
in due time	נקבל את הכסף בבוא העת.
in order	הכול סוף סוף תקין לקראת האירוע.
incentive	הבונוס היה תמריץ טוב לעבוד קשה.
incomprehensible	הטקסט האקדמי הצפוף היה בלתי מובן לי לחלוטין.
incorporate	העיצוב החדש יכלול את כל המשוב מהלקוחות.
