argue	הצוות יטען שהנתונים תומכים במסקנה שלו.
argument	הטיעון החזק ביותר שלה נתמך בשלושה מחקרים שונים.
arm	החברה חימשה את צוות המכירות שלה במחשבים ניידים חדשים לביקורי לקוחות.
arrogant	היחס היהיר שלו הפך אותו ללא פופולרי בקרב עמיתים בעבודה.
as far as	בכל הנוגע לתקציב, יש לנו אפשרויות מוגבלות.
aside	הוא משך את הרהיט הכבד הצידה כדי לנקות מאחוריו.
associate	רוב האנשים מקשרים בין שמש לבין אושר ותחושות חיוביות.
assume	אני מניח שסיימת את העבודה שלך לפני שעזבת את המשרד.
attend	האם תשתתף בפגישה מחר בצהריים?
attorney	עורך הדין בחן את החוזה לפני שהלקוח חתם עליו.
auction	הציור הנדיר נמכר במיליון דולר במכירה הפומבית.
bargain	היא התמקחה עם המוכר וקיבלה עסקה טובה יותר.
barn	חציר נערם גבוה בתוך האסם האדום.
bat	השחקן הניף את המחבט בחוזקה והיכה רץ הביתה.
belief	האמונה שלה בעבודה קשה עיצבה את כל הגישה שלה לחיים.
bend	כופף את מוט המתכת בזהירות כדי שלא יישבר.
beneath	האוצר נקבר מתחת לעץ האלון הישן.
bent	הצינור הכפוף היה צריך להיות מוחלף לפני החורף.
berry	היא קטפה גרגר יער אדום קטן מהשיח הפרוע מאחורי הבית.
betray	הוא לעולם לא היה בוגד בחברו הטוב ביותר לא משנה מה.
biblical	הסערה גרמה להצפה כמעט בממדים תנ"כיים ברחבי האזור.
blame	אתה לא יכול להאשים את מזג האוויר על כך שפספסת את הפגישה שלך.
blanket	השמיכה הרכה שמרה עליה חמה במהלך הלילה הקר.
blew	הרוח נשבה כל כך חזק שהיא הפילה עצים.
blow, blew	הוא היה צריך לנשוף ולכבות את כל חמישים הנרות בעוגת יום ההולדת שלו.
blur	הגשם יטשטש את חלונות המכונית ויפחית את הראות.
bold	ההחלטה האמיצה שלו לפתוח עסק חדש הפתיעה את כולם.
borrow	האם אני יכול לשאול את המכונית שלך לשעה אחת מחר?
brief	המורה נתנה לנו הסבר קצר לפני תחילת השיעור.
broad	הנהר היה רחב מדי לחצייה בלי גשר.
broadcast	התחנה תשדר את המשחק בשידור חי בטלוויזיה הערב.
butcher	הקצב חתך את הבשר לפרוסות דקות לתבשיל.
candidate	המועמד לתפקיד ענה על כל שאלה בביטחון.
capable	היא מסוגלת לפתור בעיות מתמטיות קשות במהירות.
capital	עיר הבירה של צרפת היא פריז, עיר יפהפייה.
categorize	הספרנית תקטלג את הספרים החדשים לפי נושא.
ceremony	טקס הסיום התקיים באולם הגדול של בית הספר.
clash	הייתה התנגשות בין שני הצבעים בעיצוב הפוסטר.
clay	החימר היה מושלם ליצירת קערת קרמיקה יפה.
closure	החנות הודיעה על סגירתה אחרי שלושים שנות פעילות.
cloth	הבד היה רך ומושלם ליצירת שמיכה נעימה.
coal	פחם היה פעם הדלק העיקרי לחימום בתים.
cognition	הזיכרון הוא חלק חשוב מהקוגניציה האנושית.
collapse	הגג החל להתמוטט תחת השלג הכבד.
colonial	התקופה הקולוניאלית עיצבה את ההיסטוריה של אמריקה.
colony	למושבת הנמלים היו אלפי פועלות ומלכה אחת.
committee	הוועדה נפגשה אתמול כדי לדון בהצעת התקציב.
companion	הכלב שלה היה בן לוויה נאמן במשך חמש עשרה שנים.
compatible	שני תוכנות המחשב האלה תואמות זו לזו.
compromise	היינו צריכים להתפשר על ידי הסכמה על מחיר באמצע.
concern	הדאגה העיקרית שלה הייתה אם הילדים יהיו בטוחים.
conclusion	המסקנה של המחקר מראה שפעילות גופנית עוזרת.
concrete	המדרכה הייתה עשויה בטון ועמידה מאוד.
confess	הוא החליט להודות ששבר את האגרטל.
confession	הווידוי הדומע שלה על הכסף שנעלם הפתיע את כולם בפגישה.
construct	פועלים יבנו גשר חדש מעל הנהר.
contest	היא זכתה במקום הראשון בתחרות השירה בשבוע שעבר.
contrary	בניגוד לדעה הרווחת, חתולים דווקא נהנים ממים.
convenient	החנות ממוקמת במקום נוח ליד הבית שלי.
copper	הצינורות הישנים היו עשויים מנחושת חומה-אדמדמה שנפוצה בחיווט.
correlate	מחקרים מראים שחינוך והכנסה מתואמים בחוזקה.
correlation	יש מתאם בין פעילות גופנית לשינה טובה יותר.
corruption	שחיתות בתוך החברה הובילה לאובדן כמה לקוחות מרכזיים.
council	מועצת התלמידים החליטה לתכנן אירוע כיפי לבית הספר.
criticize	מורים יבקרו טיעונים חלשים בחיבורי תלמידים.
critique	הביקורת על הציור שלו הייתה חיובית ברובה.
crossroad	שני הרחובות העמוסים נפגשו בצומת במרכז העיר.
culinary	בתי ספר לבישול מלמדים תלמידים איך להפוך לשפים.
dawn	יצאנו לטיול עם שחר כדי להימנע מהחום.
daydream	היא חלמה בהקיץ על נסיעות למדינות רחוקות במהלך שיעור משעמם.
debt	החברה נאלצה לסלק את חובה תוך חמש שנים.
declare	המורה תכריז על הזוכה בתחרות המדע היום.
decorate	אנחנו נקשט את החדר בפרחים ובבלונים.
decrease	הטמפרטורות ירדו מחר וצפוי שלג.
dedicated	המורה המסורה בילתה שעות בהכנת שיעורים.
delicate	האגרטל העדין נעטף בזהירות בניילון בועות.
demographic	הנתונים הדמוגרפיים הראו בבירור אוכלוסייה מזדקנת ומצטמצמת.
department-store	חנות הכלבו מוכרת בגדים, מוצרי בית וכלי משק בית.
deposit	היא החליטה להפקיד את המשכורת שלה בבנק.
desert	המדבר חם מאוד במהלך היום.
