prediction	חיזוי מזג האוויר אמר שגשם ירד מחר בבוקר.
preserve	אנחנו משמרים ירקות טריים על ידי שמירתם קרים במקרר.
primarily	שרה מתעניינת בעיקר בבישול ובגינון השנה.
probable	נראה סביר שהרכבת תגיע בזמן לאור ההיסטוריה הארוכה שלה באמינות.
prolong	הרופאים החליטו להאריך את שהותו בבית החולים בשבועיים נוספים לצורך מעקב.
promote	החברה תקדם אותו לתפקיד מנהל בחודש הבא.
proportion	שיעור גדול מהתלמידים עבר את המבחן הסופי.
proposition	הוא הציג הצעה עסקית שעניינה את המשקיעים.
publicized	השערורייה פורסמה בכל עיתון ואתר אינטרנט.
pupil	כל תלמיד קיבל ספר לימוד חדש ביום הראשון.
purification	טיהור המים דרש כמה טיפולים כימיים.
purposely	היא נמנעה בכוונה מאזור הקניות הצפוף בסופי שבוע.
puzzled	התלמיד נראה מבולבל כשהוסבר לו תרגיל החשבון.
quake	האדמה החלה לרעוד בעוצמה מתחת לרגלינו.
qualify	היא תהיה מוסמכת לקבל את המלגה אם הציונים שלה ישתפרו.
railroad	מסילת הרכבת החדשה תחבר בין שתי הערים עד השנה הבאה.
rates	שיעורי הריבית עלו כי הכלכלה צמחה מהר.
readiness	המוכנות שלה לתחרות נבעה מחודשים של אימונים.
rebellious	המתבגר הסורר סירב לציית לאף אחד מהכללים.
reconstruct	ארכיאולוגים משחזרים בניינים עתיקים מחתיכות שהם מוצאים.
recreate	היא ניסתה לשחזר את מתכון המשפחה הישן מהזיכרון.
recruit	הצבא יגייס חיילים חדשים בקיץ הזה.
recurring	הסיוט החוזר שלו על נפילה העיר אותו רוב הלילות.
refer	הדוח מתייחס למחקר שנעשה בקנדה.
reflect	היא הקדישה זמן להרהר בכל מה שקרה השנה.
reflection	הוא ראה את השתקפותו במי האגם השקטים.
refugee	משפחת הפליטים עזבה את הכפר המוצף שלה והזדקקה למקלט זמני.
regain	אחרי הניתוח, לקח חודשים להשיג מחדש כוח מלא.
regardless	היא יצאה לטיול למרות תחזית מזג האוויר.
regime	השלטון שלט בכל היבטי חייהם היומיומיים של האנשים.
regulation	תקנה חדשה תאסור שקיות פלסטיק בחנויות.
rehabilitation	תוכניות שיקום עזרו לאסירים לשעבר למצוא עבודה אחרי השחרור.
relate	תלמידים צעירים מתייחסים לדמויות בספרים המתאימים לגילם.
relating	כתבת החדשות המתייחסת לשינויי האקלים עניינה אנשים רבים.
relieve	קומפרס קר יקל על הכאב והנפיחות.
relocate	החברה החליטה למקם מחדש את המשרד שלה במרכז העיר.
renovation	שיפוץ הבית ארך שישה חודשים ועלה הרבה.
repetition	חזרה עוזרת לתלמידים לשנן אוצר מילים חדש הרבה יותר מהר.
reproduce	חיידקים מתרבים במהירות בסביבות חמות ולחות.
reside	משפחות אמידות רבות מתגוררות בשכונה המגודרת ההיא.
resigned	אחרי השערורייה, הפקיד התפטר מתפקידו.
resolve	המתווכים עבדו קשה כדי לפתור את סכסוך העבודה.
restriction	יש הגבלת משקל לנוסעים במטוסים קטנים.
resume	אחרי ארוחת הצהריים, הפגישה תמשיך בשעה שתיים.
revert	המערכת חזרה למצב המקורי שלה אחרי הקריסה.
revise	אני צריך לתקן את החיבור שלי לפני שאני מגיש אותו.
revision	הבדיקה מחדש של החוק הפכה אותו הרבה יותר מחמיר.
revived	המסורת הישנה התחדשה כשהקהילה חגגה אותה שוב.
revolt	המרד של העובדים הכריח את המפעל לשפר את התנאים.
rhyme	כל שורה שנייה בשיר התחרזה בתבנית פשוטה.
rivalry	יריבות בין אחים היא נורמלית כשילדים חולקים את אותם הצעצועים.
robe	היא לבשה חלוק משי מעל הפיג'מה שלה.
ruler	לסרגל יש שנים עשר אינצ'ים מסומנים בכל צד.
safeguard	סיסמאות חזקות עוזרות להגן על המידע האישי שלך באינטרנט מפני האקרים.
sanitary	התנאים התברואתיים בבית החולים נבדקים בכל שבוע.
scenery	נוף ההרים היה כה יפה שעצרנו כדי לצלם אותו.
scholar	האקדמאית פרסמה את המחקר שלה על ההיסטוריה העתיקה.
sensation	היא הרגישה תחושה מוזרה של עקצוץ באצבעותיה.
shipment	משלוח הספרים הגיע למחסן אתמול.
shuttle	אוטובוס המעבורת הסיע תלמידים בין הקמפוס למרכז העיר.
sibling	אני ואחי חולקים חדר בבית שלנו.
sideways	הסרטן זז הצידה לאורך החוף החולי.
significance	המשמעות של הגילוי שינתה לחלוטין את ההבנה שלנו.
simplicity	הפשטות של העיצוב הפכה את האפליקציה לקלה לשימוש.
simultaneously	שלושה אירועים קרו בו זמנית וגרמו לבלבול בכל מקום.
skyscraper	גורד השחקים החדש הוא הבניין הגבוה ביותר בעיר.
slaughter	שחיטת הבקר התרחשה מוקדם בכל בוקר.
slope	מדרון הסקי היה תלול ומאתגר למתחילים.
sneeze	אני מתעטש בכל פעם שאני נכנס לחדרים ישנים ומאובקים.
spark	ניצוץ מהאש נחת על העלים היבשים.
specify	החוזה חייב לפרט בדיוק אילו שירותים כלולים.
spinach	תרד טרי עשיר בוויטמינים ובריא מאוד.
stabilize	התרופה תייצב את לחץ הדם שלה תוך שעות.
stain	כתם קפה הופיע על החולצה הלבנה שלו.
stalk	הגבעול של הפרח היה כפוף אבל לא שבור.
stove	היא חיממה מרק על הכיריים בזמן שבישלה ארוחת ערב.
stunned	כולם היו המומים כשהאורח המפתיע הגיע לפתע.
substitute	המורה המחליפה נתנה שיעורי בית לכל התלמידים.
suburb	היא עברה לפרבר שקט כדי לגדל את משפחתה.
sufficient	כוס קפה אחת בבוקר מספיקה לי.
