pay	אני תמיד משלם את החשבונות שלי בזמן לפני המועד האחרון.
peace	הסכם השלום סיים את המלחמה בין שתי המדינות.
people	הרבה אנשים חיכו בתור לכרטיסים להופעה.
perfect	היא התאמנה שבועות כדי לשפר כל פרט טכני בהופעה שלה.
perhaps	אולי שכחתי את המפתחות שלי במכונית, אבל אני לא יכול להיות בטוח.
person	האדם הגבוה שלבש ז'קט אדום עזר לי למצוא את תחנת הרכבת התחתית.
personal	היא דיברה על החוויות האישיות שלה בשנה הראשונה בקולג'.
picture	היא ציירה תמונה יפה של השקיעה באמצעות עפרונות צבעוניים בלבד.
place	הפינה השקטה ליד החלון היא המקום האהוב עליי לקרוא ולחשוב.
plan	אנחנו מתכננים לנסוע ברחבי הארץ ולהקים מחנה בפארקים לאומיים במשך שישה שבועות.
plane	המטוס טס מעל האוקיינוס כדי להגיע ללונדון בשלום.
planet	מאדים הוא כוכב לכת שמדענים חוקרים לצורך מושבות עתידיות.
play	ילדים משחקים בפארק כל אחר צהריים אחרי בית הספר.
pool	שחינו בבריכה ביום הקיץ החם הזה.
poor	המשפחה העניה לא יכלה להרשות לעצמה אוכל, שכר דירה או טיפול רפואי.
possible	אפשר ללמוד שפה אם לומדים באופן עקבי במשך כמה חודשים.
potato	היא קילפה את תפוח האדמה ובישלה אותו עד שהתרכך למחית.
present	התלמידים חייבים להציג את פרויקטי המדע שלהם לכל הכיתה היום.
president	הנשיא נשא נאום בטלוויזיה הארצית הערב.
printer	המדפסת נגמר לה הדיו והיא זקוקה להחלפה.
private	היא שמרה את המחשבות הפרטיות שלה ביומן נעול שאף אחד אחר לא יכול היה לקרוא.
probably	כנראה שירד גשם מחר לפי תחזית מזג האוויר.
problem	הבעיה העיקרית היא שאין לנו מספיק זמן.
promise	נתתי הבטחה לבקר את סבתא שלי בכל סוף שבוע בלי יוצא מן הכלל.
protect	הורים מגנים על הילדים שלהם על ידי כך שהם מלמדים אותם להסתכל לשני הצדדים לפני חציית כבישים.
queen	המלכה ענדה כתר ותכשיטים יפים בטקס.
quick	הוא נתן תשובה זריזה לכל שאלה, וענה במילה או שתיים בלבד.
quiet	הכיתה השקטה אפשרה לתלמידים להתרכז בלי שום הסחת דעת.
rain	הגשם ירד כל הבוקר ופסק אחר הצהריים.
reason	הסיבה העיקרית שהיא עזבה את העבודה הייתה שהבוס שלה מעולם לא כיבד את הרעיונות שלה.
